module_id	family_id
module_25	GCA_000307975.2_ASM30797v2_CDS_3705
module_25	GCA_000189735.2_ASM18973v2_CDS_4013
module_26	GCA_000189735.2_ASM18973v2_CDS_4018
module_26	GCA_000189735.2_ASM18973v2_CDS_4019
module_26	GCA_000189735.2_ASM18973v2_CDS_4026
module_26	GCA_000189735.2_ASM18973v2_CDS_4025
module_26	GCA_005280355.1_ASM528035v1_CDS_3896
module_26	GCA_000189735.2_ASM18973v2_CDS_4024
module_26	GCA_002009115.1_ASM200911v1_CDS_3805
module_26	GCA_002009115.1_ASM200911v1_CDS_3801
module_26	GCA_002009115.1_ASM200911v1_CDS_3804
module_26	GCA_002009115.1_ASM200911v1_CDS_3802
module_26	GCA_002009115.1_ASM200911v1_CDS_3800
module_26	GCA_002009115.1_ASM200911v1_CDS_3806
module_26	GCA_000189735.2_ASM18973v2_CDS_4022
module_26	GCA_000189735.2_ASM18973v2_CDS_4023
module_26	GCA_005280355.1_ASM528035v1_CDS_3916
module_63	GCA_002762545.2_ASM276254v2_CDS_1031
module_63	GCA_005280395.1_ASM528039v1_CDS_4300
module_63	GCA_005280395.1_ASM528039v1_CDS_4299
module_17	GCA_000307975.2_ASM30797v2_CDS_3621
module_17	GCA_000307975.2_ASM30797v2_CDS_3622
module_17	GCA_003627485.2_ASM362748v2_CDS_3064
module_17	GCA_003627485.2_ASM362748v2_CDS_2867
module_17	GCA_002762545.2_ASM276254v2_CDS_1038
module_17	GCA_003627485.2_ASM362748v2_CDS_2864
module_10	GCA_000015425.1_ASM1542v1_CDS_2342
module_10	GCA_000015425.1_ASM1542v1_CDS_2341
module_10	GCA_003359255.2_ASM335925v2_CDS_2016
module_10	GCA_005280355.1_ASM528035v1_CDS_4023
module_10	GCA_003627485.2_ASM362748v2_CDS_1396
module_10	GCA_003627485.2_ASM362748v2_CDS_1392
module_10	GCA_003627485.2_ASM362748v2_CDS_1395
module_61	GCA_003627485.2_ASM362748v2_CDS_3786
module_61	GCA_003627485.2_ASM362748v2_CDS_3788
module_61	GCA_003627485.2_ASM362748v2_CDS_3783
module_61	GCA_003627485.2_ASM362748v2_CDS_3785
module_61	GCA_003627485.2_ASM362748v2_CDS_3787
module_8	GCA_000189735.2_ASM18973v2_CDS_0948
module_8	GCA_000189735.2_ASM18973v2_CDS_0947
module_8	GCA_005280355.1_ASM528035v1_CDS_1834
module_8	GCA_005280355.1_ASM528035v1_CDS_1838
module_8	GCA_005280355.1_ASM528035v1_CDS_1833
module_44	GCA_000015425.1_ASM1542v1_CDS_1824
module_44	GCA_000015425.1_ASM1542v1_CDS_1826
module_44	GCA_003627485.2_ASM362748v2_CDS_2128
module_44	GCA_000015425.1_ASM1542v1_CDS_1825
module_44	GCA_000015425.1_ASM1542v1_CDS_1827
module_44	GCA_003627485.2_ASM362748v2_CDS_2132
module_44	GCA_003359255.2_ASM335925v2_CDS_2084
module_44	GCA_000015425.1_ASM1542v1_CDS_1828
module_65	GCA_005280355.1_ASM528035v1_CDS_2773
module_65	GCA_002762545.2_ASM276254v2_CDS_1255
module_65	GCA_005280355.1_ASM528035v1_CDS_2772
module_30	GCA_005280395.1_ASM528039v1_CDS_0610
module_30	GCA_003627485.2_ASM362748v2_CDS_1579
module_30	GCA_000015425.1_ASM1542v1_CDS_2565
module_30	GCA_003012895.2_ASM301289v2_CDS_2221
module_12	GCA_005280355.1_ASM528035v1_CDS_1103
module_12	GCA_003012895.2_ASM301289v2_CDS_2932
module_12	GCA_005280395.1_ASM528039v1_CDS_1493
module_12	GCA_000189735.2_ASM18973v2_CDS_1778
module_12	GCA_005280355.1_ASM528035v1_CDS_1105
module_12	GCA_005280395.1_ASM528039v1_CDS_1492
module_12	GCA_000189735.2_ASM18973v2_CDS_1788
module_12	GCA_003359255.2_ASM335925v2_CDS_2881
module_12	GCA_000015425.1_ASM1542v1_CDS_1695
module_12	GCA_000015425.1_ASM1542v1_CDS_1697
module_12	GCA_000189735.2_ASM18973v2_CDS_1269
module_12	GCA_005280355.1_ASM528035v1_CDS_1102
module_12	GCA_000189735.2_ASM18973v2_CDS_1780
module_12	GCA_000307975.2_ASM30797v2_CDS_3012
module_12	GCA_005280355.1_ASM528035v1_CDS_1099
module_12	GCA_005280355.1_ASM528035v1_CDS_1095
module_12	GCA_000189735.2_ASM18973v2_CDS_1787
module_12	GCA_005280355.1_ASM528035v1_CDS_1100
module_12	GCA_005280355.1_ASM528035v1_CDS_1101
module_12	GCA_002009115.1_ASM200911v1_CDS_0051
module_12	GCA_002009115.1_ASM200911v1_CDS_0052
module_12	GCA_000307975.2_ASM30797v2_CDS_3013
module_12	GCA_000189735.2_ASM18973v2_CDS_1786
module_12	GCA_000189735.2_ASM18973v2_CDS_1267
module_12	GCA_003012895.2_ASM301289v2_CDS_2933
module_12	GCA_000189735.2_ASM18973v2_CDS_1268
module_27	GCA_000189735.2_ASM18973v2_CDS_4038
module_27	GCA_000189735.2_ASM18973v2_CDS_4039
module_27	GCA_000189735.2_ASM18973v2_CDS_4040
module_39	GCA_005280395.1_ASM528039v1_CDS_4148
module_39	GCA_000015425.1_ASM1542v1_CDS_0695
module_39	GCA_005280395.1_ASM528039v1_CDS_4137
module_39	GCA_000015425.1_ASM1542v1_CDS_0727
module_39	GCA_005280395.1_ASM528039v1_CDS_4136
module_39	GCA_005280395.1_ASM528039v1_CDS_4152
module_39	GCA_005280395.1_ASM528039v1_CDS_4168
module_39	GCA_005280395.1_ASM528039v1_CDS_4180
module_39	GCA_005280395.1_ASM528039v1_CDS_4133
module_39	GCA_005280395.1_ASM528039v1_CDS_4131
module_39	GCA_005280395.1_ASM528039v1_CDS_4161
module_39	GCA_005280395.1_ASM528039v1_CDS_4165
module_39	GCA_005280395.1_ASM528039v1_CDS_4163
module_39	GCA_005280395.1_ASM528039v1_CDS_4178
module_39	GCA_000015425.1_ASM1542v1_CDS_0672
module_39	GCA_000015425.1_ASM1542v1_CDS_0701
module_39	GCA_000015425.1_ASM1542v1_CDS_0725
module_39	GCA_000015425.1_ASM1542v1_CDS_0728
module_39	GCA_005280395.1_ASM528039v1_CDS_4140
module_39	GCA_000015425.1_ASM1542v1_CDS_0700
module_39	GCA_005280395.1_ASM528039v1_CDS_4172
module_39	GCA_000015425.1_ASM1542v1_CDS_0685
module_39	GCA_005280395.1_ASM528039v1_CDS_4177
module_39	GCA_005280395.1_ASM528039v1_CDS_4134
module_39	GCA_005280395.1_ASM528039v1_CDS_4147
module_39	GCA_005280395.1_ASM528039v1_CDS_4181
module_39	GCA_000015425.1_ASM1542v1_CDS_0724
module_39	GCA_000015425.1_ASM1542v1_CDS_0696
module_39	GCA_005280395.1_ASM528039v1_CDS_4176
module_39	GCA_005280395.1_ASM528039v1_CDS_4179
module_39	GCA_005280395.1_ASM528039v1_CDS_4135
module_39	GCA_005280395.1_ASM528039v1_CDS_4141
module_39	GCA_005280395.1_ASM528039v1_CDS_4149
module_39	GCA_000015425.1_ASM1542v1_CDS_0697
module_39	GCA_005280395.1_ASM528039v1_CDS_4132
module_39	GCA_005280395.1_ASM528039v1_CDS_4151
module_39	GCA_005280395.1_ASM528039v1_CDS_4173
module_39	GCA_005280395.1_ASM528039v1_CDS_4164
module_39	GCA_005280395.1_ASM528039v1_CDS_4170
module_39	GCA_005280395.1_ASM528039v1_CDS_4167
module_39	GCA_005280395.1_ASM528039v1_CDS_4175
module_39	GCA_005280395.1_ASM528039v1_CDS_4174
module_39	GCA_000015425.1_ASM1542v1_CDS_0726
module_39	GCA_005280395.1_ASM528039v1_CDS_4139
module_39	GCA_000015425.1_ASM1542v1_CDS_0699
module_39	GCA_005280395.1_ASM528039v1_CDS_4171
module_39	GCA_005280395.1_ASM528039v1_CDS_4130
module_39	GCA_000015425.1_ASM1542v1_CDS_0698
module_39	GCA_000015425.1_ASM1542v1_CDS_0690
module_39	GCA_005280395.1_ASM528039v1_CDS_4162
module_39	GCA_005280395.1_ASM528039v1_CDS_4160
module_58	GCA_000189735.2_ASM18973v2_CDS_1821
module_58	GCA_000189735.2_ASM18973v2_CDS_2868
module_58	GCA_000189735.2_ASM18973v2_CDS_1812
module_58	GCA_000189735.2_ASM18973v2_CDS_2867
module_58	GCA_002762545.2_ASM276254v2_CDS_2444
module_58	GCA_002762545.2_ASM276254v2_CDS_2446
module_58	GCA_000189735.2_ASM18973v2_CDS_1815
module_58	GCA_002762545.2_ASM276254v2_CDS_2447
module_58	GCA_002762545.2_ASM276254v2_CDS_2445
module_58	GCA_000189735.2_ASM18973v2_CDS_1811
module_58	GCA_002762545.2_ASM276254v2_CDS_2448
module_11	GCA_005280395.1_ASM528039v1_CDS_0820
module_11	GCA_005280395.1_ASM528039v1_CDS_2143
module_11	GCA_005280395.1_ASM528039v1_CDS_2142
module_28	GCA_003012895.2_ASM301289v2_CDS_2033
module_28	GCA_003012895.2_ASM301289v2_CDS_2035
module_28	GCA_003012895.2_ASM301289v2_CDS_2030
module_28	GCA_000015425.1_ASM1542v1_CDS_3353
module_28	GCA_003012895.2_ASM301289v2_CDS_2031
module_28	GCA_000015425.1_ASM1542v1_CDS_3350
module_4	GCA_000189735.2_ASM18973v2_CDS_0729
module_4	GCA_005280355.1_ASM528035v1_CDS_2059
module_4	GCA_002762545.2_ASM276254v2_CDS_0522
module_4	GCA_000307975.2_ASM30797v2_CDS_3430
module_4	GCA_002009115.1_ASM200911v1_CDS_0990
module_4	GCA_003627485.2_ASM362748v2_CDS_3569
module_4	GCA_000307975.2_ASM30797v2_CDS_3431
module_4	GCA_002762545.2_ASM276254v2_CDS_0526
module_4	GCA_005280355.1_ASM528035v1_CDS_2058
module_4	GCA_002762545.2_ASM276254v2_CDS_0520
module_4	GCA_002762545.2_ASM276254v2_CDS_0523
module_4	GCA_002762545.2_ASM276254v2_CDS_0524
module_4	GCA_002762545.2_ASM276254v2_CDS_0525
module_4	GCA_005280355.1_ASM528035v1_CDS_2057
module_4	GCA_000307975.2_ASM30797v2_CDS_3429
module_4	GCA_003627485.2_ASM362748v2_CDS_3571
module_4	GCA_002762545.2_ASM276254v2_CDS_0521
module_4	GCA_000307975.2_ASM30797v2_CDS_1398
module_4	GCA_003627485.2_ASM362748v2_CDS_3572
module_4	GCA_003359255.2_ASM335925v2_CDS_4257
module_54	GCA_002762545.2_ASM276254v2_CDS_1018
module_54	GCA_003359255.2_ASM335925v2_CDS_1700
module_54	GCA_003359255.2_ASM335925v2_CDS_1699
module_7	GCA_000189735.2_ASM18973v2_CDS_2421
module_7	GCA_000307975.2_ASM30797v2_CDS_2338
module_7	GCA_000189735.2_ASM18973v2_CDS_2420
module_2	GCA_000307975.2_ASM30797v2_CDS_1259
module_2	GCA_003359255.2_ASM335925v2_CDS_3727
module_2	GCA_000307975.2_ASM30797v2_CDS_1260
module_2	GCA_003359255.2_ASM335925v2_CDS_3728
module_16	GCA_000015425.1_ASM1542v1_CDS_3939
module_16	GCA_000015425.1_ASM1542v1_CDS_3938
module_16	GCA_003012895.2_ASM301289v2_CDS_3608
module_34	GCA_002762545.2_ASM276254v2_CDS_4172
module_34	GCA_000015425.1_ASM1542v1_CDS_3935
module_34	GCA_003627485.2_ASM362748v2_CDS_4093
module_75	GCA_005280395.1_ASM528039v1_CDS_4399
module_75	GCA_005280355.1_ASM528035v1_CDS_4108
module_75	GCA_005280395.1_ASM528039v1_CDS_4398
module_75	GCA_005280395.1_ASM528039v1_CDS_4394
module_20	GCA_000189735.2_ASM18973v2_CDS_4055
module_20	GCA_000189735.2_ASM18973v2_CDS_4056
module_20	GCA_000189735.2_ASM18973v2_CDS_4057
module_9	GCA_000189735.2_ASM18973v2_CDS_2485
module_9	GCA_002009115.1_ASM200911v1_CDS_0795
module_9	GCA_000189735.2_ASM18973v2_CDS_2486
module_9	GCA_000189735.2_ASM18973v2_CDS_2484
module_9	GCA_002009115.1_ASM200911v1_CDS_0794
module_9	GCA_002009115.1_ASM200911v1_CDS_0793
module_9	GCA_002009115.1_ASM200911v1_CDS_0792
module_9	GCA_000189735.2_ASM18973v2_CDS_0935
module_52	GCA_003359255.2_ASM335925v2_CDS_0335
module_52	GCA_003359255.2_ASM335925v2_CDS_0333
module_52	GCA_003359255.2_ASM335925v2_CDS_0334
module_55	GCA_002762545.2_ASM276254v2_CDS_3245
module_55	GCA_002762545.2_ASM276254v2_CDS_3246
module_55	GCA_002762545.2_ASM276254v2_CDS_3247
module_40	GCA_000015425.1_ASM1542v1_CDS_0743
module_40	GCA_005280395.1_ASM528039v1_CDS_4264
module_40	GCA_005280395.1_ASM528039v1_CDS_4266
module_40	GCA_005280395.1_ASM528039v1_CDS_4267
module_40	GCA_005280395.1_ASM528039v1_CDS_4265
module_73	GCA_005280355.1_ASM528035v1_CDS_2691
module_73	GCA_005280355.1_ASM528035v1_CDS_2693
module_73	GCA_005280355.1_ASM528035v1_CDS_2695
module_73	GCA_005280355.1_ASM528035v1_CDS_2690
module_73	GCA_005280355.1_ASM528035v1_CDS_2692
module_73	GCA_003627485.2_ASM362748v2_CDS_0381
module_48	GCA_005280395.1_ASM528039v1_CDS_1057
module_48	GCA_005280395.1_ASM528039v1_CDS_1056
module_48	GCA_005280395.1_ASM528039v1_CDS_1060
module_21	GCA_005280355.1_ASM528035v1_CDS_3923
module_21	GCA_000189735.2_ASM18973v2_CDS_4050
module_21	GCA_005280355.1_ASM528035v1_CDS_3924
module_21	GCA_003359255.2_ASM335925v2_CDS_5445
module_21	GCA_005280355.1_ASM528035v1_CDS_3927
module_21	GCA_005280355.1_ASM528035v1_CDS_3922
module_14	GCA_002009115.1_ASM200911v1_CDS_1493
module_14	GCA_003359255.2_ASM335925v2_CDS_4934
module_14	GCA_002762545.2_ASM276254v2_CDS_1098
module_36	GCA_000015425.1_ASM1542v1_CDS_0100
module_36	GCA_002762545.2_ASM276254v2_CDS_1220
module_36	GCA_000015425.1_ASM1542v1_CDS_0101
module_36	GCA_000015425.1_ASM1542v1_CDS_0099
module_41	GCA_000015425.1_ASM1542v1_CDS_1189
module_41	GCA_000015425.1_ASM1542v1_CDS_1191
module_41	GCA_000015425.1_ASM1542v1_CDS_1192
module_41	GCA_000015425.1_ASM1542v1_CDS_1190
module_41	GCA_000015425.1_ASM1542v1_CDS_1193
module_41	GCA_005280395.1_ASM528039v1_CDS_2034
module_71	GCA_003627485.2_ASM362748v2_CDS_2149
module_71	GCA_003627485.2_ASM362748v2_CDS_2151
module_71	GCA_003627485.2_ASM362748v2_CDS_2147
module_71	GCA_003627485.2_ASM362748v2_CDS_2142
module_71	GCA_003627485.2_ASM362748v2_CDS_2146
module_71	GCA_003627485.2_ASM362748v2_CDS_2144
module_71	GCA_003627485.2_ASM362748v2_CDS_2145
module_71	GCA_003627485.2_ASM362748v2_CDS_2150
module_35	GCA_000189735.2_ASM18973v2_CDS_3251
module_35	GCA_003627485.2_ASM362748v2_CDS_4026
module_35	GCA_003359255.2_ASM335925v2_CDS_4958
module_35	GCA_000189735.2_ASM18973v2_CDS_3252
module_35	GCA_003627485.2_ASM362748v2_CDS_4024
module_35	GCA_003627485.2_ASM362748v2_CDS_4025
module_35	GCA_000189735.2_ASM18973v2_CDS_3253
module_35	GCA_000189735.2_ASM18973v2_CDS_1827
module_29	GCA_005280395.1_ASM528039v1_CDS_2025
module_29	GCA_005280395.1_ASM528039v1_CDS_2024
module_29	GCA_005280395.1_ASM528039v1_CDS_2023
module_57	GCA_000189735.2_ASM18973v2_CDS_1336
module_57	GCA_002762545.2_ASM276254v2_CDS_0017
module_57	GCA_002762545.2_ASM276254v2_CDS_0026
module_57	GCA_000189735.2_ASM18973v2_CDS_1340
module_57	GCA_002762545.2_ASM276254v2_CDS_0016
module_57	GCA_002762545.2_ASM276254v2_CDS_0013
module_57	GCA_002762545.2_ASM276254v2_CDS_0024
module_57	GCA_000189735.2_ASM18973v2_CDS_1339
module_51	GCA_000015425.1_ASM1542v1_CDS_3294
module_51	GCA_005280395.1_ASM528039v1_CDS_3876
module_51	GCA_005280395.1_ASM528039v1_CDS_3877
module_74	GCA_005280395.1_ASM528039v1_CDS_0838
module_74	GCA_005280395.1_ASM528039v1_CDS_0841
module_74	GCA_005280395.1_ASM528039v1_CDS_0839
module_74	GCA_005280395.1_ASM528039v1_CDS_0842
module_74	GCA_005280395.1_ASM528039v1_CDS_0837
module_38	GCA_000015425.1_ASM1542v1_CDS_0665
module_38	GCA_000015425.1_ASM1542v1_CDS_0669
module_38	GCA_000015425.1_ASM1542v1_CDS_0667
module_38	GCA_000015425.1_ASM1542v1_CDS_0660
module_38	GCA_005280395.1_ASM528039v1_CDS_4370
module_38	GCA_000015425.1_ASM1542v1_CDS_0661
module_38	GCA_005280395.1_ASM528039v1_CDS_4366
module_38	GCA_000015425.1_ASM1542v1_CDS_0666
module_38	GCA_005280395.1_ASM528039v1_CDS_4380
module_38	GCA_005280395.1_ASM528039v1_CDS_4381
module_38	GCA_000015425.1_ASM1542v1_CDS_0668
module_38	GCA_000015425.1_ASM1542v1_CDS_0664
module_38	GCA_005280395.1_ASM528039v1_CDS_4363
module_38	GCA_005280395.1_ASM528039v1_CDS_4371
module_42	GCA_000015425.1_ASM1542v1_CDS_1216
module_42	GCA_005280395.1_ASM528039v1_CDS_1968
module_42	GCA_005280395.1_ASM528039v1_CDS_1972
module_72	GCA_003359255.2_ASM335925v2_CDS_5508
module_72	GCA_005280355.1_ASM528035v1_CDS_3995
module_72	GCA_005280355.1_ASM528035v1_CDS_3998
module_72	GCA_005280355.1_ASM528035v1_CDS_3996
module_23	GCA_005280355.1_ASM528035v1_CDS_3980
module_23	GCA_000307975.2_ASM30797v2_CDS_3670
module_23	GCA_005280355.1_ASM528035v1_CDS_3981
module_47	GCA_005280395.1_ASM528039v1_CDS_1074
module_47	GCA_000015425.1_ASM1542v1_CDS_2108
module_47	GCA_000015425.1_ASM1542v1_CDS_2107
module_47	GCA_000015425.1_ASM1542v1_CDS_2101
module_47	GCA_000015425.1_ASM1542v1_CDS_2102
module_47	GCA_005280395.1_ASM528039v1_CDS_1071
module_47	GCA_000015425.1_ASM1542v1_CDS_2109
module_47	GCA_005280395.1_ASM528039v1_CDS_1073
module_47	GCA_005280395.1_ASM528039v1_CDS_1072
module_70	GCA_005280355.1_ASM528035v1_CDS_4059
module_70	GCA_002762545.2_ASM276254v2_CDS_3497
module_70	GCA_005280355.1_ASM528035v1_CDS_4057
module_70	GCA_002762545.2_ASM276254v2_CDS_3495
module_5	GCA_002762545.2_ASM276254v2_CDS_1616
module_5	GCA_002762545.2_ASM276254v2_CDS_1619
module_5	GCA_002762545.2_ASM276254v2_CDS_1618
module_5	GCA_002762545.2_ASM276254v2_CDS_1617
module_5	GCA_002762545.2_ASM276254v2_CDS_1620
module_37	GCA_005280395.1_ASM528039v1_CDS_4341
module_37	GCA_005280395.1_ASM528039v1_CDS_4348
module_37	GCA_005280395.1_ASM528039v1_CDS_4346
module_37	GCA_000015425.1_ASM1542v1_CDS_0654
module_37	GCA_000015425.1_ASM1542v1_CDS_0655
module_37	GCA_000015425.1_ASM1542v1_CDS_0652
module_37	GCA_000015425.1_ASM1542v1_CDS_0651
module_37	GCA_005280395.1_ASM528039v1_CDS_4340
module_37	GCA_000015425.1_ASM1542v1_CDS_0649
module_37	GCA_005280395.1_ASM528039v1_CDS_4338
module_37	GCA_000015425.1_ASM1542v1_CDS_0653
module_37	GCA_005280395.1_ASM528039v1_CDS_4339
module_37	GCA_005280395.1_ASM528039v1_CDS_4342
module_67	GCA_003627485.2_ASM362748v2_CDS_0176
module_67	GCA_003627485.2_ASM362748v2_CDS_0177
module_67	GCA_003627485.2_ASM362748v2_CDS_0178
module_50	GCA_002762545.2_ASM276254v2_CDS_2145
module_50	GCA_002762545.2_ASM276254v2_CDS_2144
module_50	GCA_000015425.1_ASM1542v1_CDS_2946
module_22	GCA_005280355.1_ASM528035v1_CDS_3986
module_22	GCA_000307975.2_ASM30797v2_CDS_3659
module_22	GCA_000307975.2_ASM30797v2_CDS_3685
module_22	GCA_000307975.2_ASM30797v2_CDS_3662
module_22	GCA_000307975.2_ASM30797v2_CDS_3668
module_22	GCA_000307975.2_ASM30797v2_CDS_3658
module_22	GCA_000307975.2_ASM30797v2_CDS_3660
module_22	GCA_000307975.2_ASM30797v2_CDS_3669
module_22	GCA_005280355.1_ASM528035v1_CDS_3982
module_22	GCA_005280355.1_ASM528035v1_CDS_3991
module_22	GCA_002009115.1_ASM200911v1_CDS_3742
module_22	GCA_000307975.2_ASM30797v2_CDS_3661
module_22	GCA_005280355.1_ASM528035v1_CDS_3990
module_22	GCA_000189735.2_ASM18973v2_CDS_3986
module_22	GCA_003359255.2_ASM335925v2_CDS_5551
module_22	GCA_005280355.1_ASM528035v1_CDS_3984
module_22	GCA_002009115.1_ASM200911v1_CDS_3741
module_22	GCA_000307975.2_ASM30797v2_CDS_3666
module_22	GCA_005280355.1_ASM528035v1_CDS_3983
module_22	GCA_000307975.2_ASM30797v2_CDS_3664
module_22	GCA_000307975.2_ASM30797v2_CDS_3663
module_22	GCA_000189735.2_ASM18973v2_CDS_3987
module_22	GCA_005280355.1_ASM528035v1_CDS_3985
module_22	GCA_000307975.2_ASM30797v2_CDS_3667
module_31	GCA_000015425.1_ASM1542v1_CDS_2642
module_31	GCA_005280395.1_ASM528039v1_CDS_0524
module_31	GCA_005280395.1_ASM528039v1_CDS_0519
module_68	GCA_003359255.2_ASM335925v2_CDS_2060
module_68	GCA_002762545.2_ASM276254v2_CDS_3207
module_68	GCA_002762545.2_ASM276254v2_CDS_3209
module_32	GCA_002762545.2_ASM276254v2_CDS_4174
module_32	GCA_003627485.2_ASM362748v2_CDS_4084
module_32	GCA_003627485.2_ASM362748v2_CDS_4087
module_32	GCA_002762545.2_ASM276254v2_CDS_4118
module_33	GCA_003359255.2_ASM335925v2_CDS_5342
module_33	GCA_003012895.2_ASM301289v2_CDS_3680
module_33	GCA_003012895.2_ASM301289v2_CDS_3671
module_33	GCA_003359255.2_ASM335925v2_CDS_5343
module_33	GCA_003012895.2_ASM301289v2_CDS_3677
module_33	GCA_003012895.2_ASM301289v2_CDS_3678
module_33	GCA_003012895.2_ASM301289v2_CDS_3673
module_33	GCA_003012895.2_ASM301289v2_CDS_3676
module_33	GCA_003359255.2_ASM335925v2_CDS_5350
module_0	GCA_000307975.2_ASM30797v2_CDS_0987
module_0	GCA_000015425.1_ASM1542v1_CDS_0063
module_0	GCA_000307975.2_ASM30797v2_CDS_0996
module_0	GCA_000307975.2_ASM30797v2_CDS_0988
module_0	GCA_000307975.2_ASM30797v2_CDS_0986
module_0	GCA_000307975.2_ASM30797v2_CDS_0985
module_0	GCA_000307975.2_ASM30797v2_CDS_0995
module_0	GCA_000307975.2_ASM30797v2_CDS_0991
module_0	GCA_000015425.1_ASM1542v1_CDS_0067
module_0	GCA_000015425.1_ASM1542v1_CDS_0064
module_0	GCA_000307975.2_ASM30797v2_CDS_0992
module_53	GCA_000189735.2_ASM18973v2_CDS_0084
module_53	GCA_005280395.1_ASM528039v1_CDS_3225
module_53	GCA_005280355.1_ASM528035v1_CDS_2789
module_53	GCA_000189735.2_ASM18973v2_CDS_0085
module_53	GCA_003627485.2_ASM362748v2_CDS_0179
module_53	GCA_003627485.2_ASM362748v2_CDS_0181
module_18	GCA_005280355.1_ASM528035v1_CDS_0331
module_18	GCA_005280355.1_ASM528035v1_CDS_0330
module_18	GCA_005280355.1_ASM528035v1_CDS_0329
module_13	GCA_003627485.2_ASM362748v2_CDS_1366
module_13	GCA_003627485.2_ASM362748v2_CDS_1359
module_13	GCA_000307975.2_ASM30797v2_CDS_3394
module_13	GCA_003627485.2_ASM362748v2_CDS_1371
module_13	GCA_003627485.2_ASM362748v2_CDS_1368
module_13	GCA_003627485.2_ASM362748v2_CDS_1358
module_66	GCA_002762545.2_ASM276254v2_CDS_1260
module_66	GCA_005280355.1_ASM528035v1_CDS_2782
module_66	GCA_005280395.1_ASM528039v1_CDS_3219
module_49	GCA_000015425.1_ASM1542v1_CDS_2444
module_49	GCA_000015425.1_ASM1542v1_CDS_2443
