module_id	organism	completion
module_44	GCA_003627485.2_ASM362748v2	1.0
module_44	GCA_000189735.2_ASM18973v2	0.12
module_65	GCA_002762545.2_ASM276254v2	1.0
module_65	GCA_005280395.1_ASM528039v1	1.0
module_65	GCA_005280355.1_ASM528035v1	1.0
module_65	GCA_003627485.2_ASM362748v2	1.0
module_30	GCA_003012895.2_ASM301289v2	1.0
module_30	GCA_002762545.2_ASM276254v2	1.0
module_30	GCA_005280395.1_ASM528039v1	1.0
module_30	GCA_000015425.1_ASM1542v1	1.0
module_30	GCA_003627485.2_ASM362748v2	1.0
module_12	GCA_003359255.2_ASM335925v2	1.0
module_12	GCA_002762545.2_ASM276254v2	1.0
module_12	GCA_003012895.2_ASM301289v2	0.65
module_12	GCA_005280355.1_ASM528035v1	1.0
module_12	GCA_000189735.2_ASM18973v2	1.0
module_12	GCA_000307975.2_ASM30797v2	1.0
module_12	GCA_005280395.1_ASM528039v1	1.0
module_12	GCA_002009115.1_ASM200911v1	1.0
module_12	GCA_000015425.1_ASM1542v1	1.0
module_12	GCA_003627485.2_ASM362748v2	1.0
module_27	GCA_000189735.2_ASM18973v2	1.0
module_27	GCA_000307975.2_ASM30797v2	1.0
module_39	GCA_000015425.1_ASM1542v1	1.0
module_39	GCA_005280395.1_ASM528039v1	1.0
module_58	GCA_000189735.2_ASM18973v2	1.0
module_58	GCA_002762545.2_ASM276254v2	1.0
module_11	GCA_003359255.2_ASM335925v2	1.0
module_11	GCA_002762545.2_ASM276254v2	1.0
module_11	GCA_000307975.2_ASM30797v2	1.0
module_11	GCA_003627485.2_ASM362748v2	1.0
module_11	GCA_005280395.1_ASM528039v1	1.0
module_11	GCA_000015425.1_ASM1542v1	1.0
module_11	GCA_005280355.1_ASM528035v1	1.0
module_11	GCA_000189735.2_ASM18973v2	1.0
module_28	GCA_000015425.1_ASM1542v1	1.0
module_28	GCA_003012895.2_ASM301289v2	1.0
module_4	GCA_003359255.2_ASM335925v2	1.0
module_4	GCA_002762545.2_ASM276254v2	1.0
module_4	GCA_000307975.2_ASM30797v2	1.0
module_4	GCA_002009115.1_ASM200911v1	0.95
module_4	GCA_005280355.1_ASM528035v1	1.0
module_4	GCA_003627485.2_ASM362748v2	0.95
module_4	GCA_000189735.2_ASM18973v2	1.0
module_54	GCA_003359255.2_ASM335925v2	1.0
module_54	GCA_002762545.2_ASM276254v2	1.0
module_54	GCA_005280395.1_ASM528039v1	1.0
module_54	GCA_003627485.2_ASM362748v2	1.0
module_54	GCA_000189735.2_ASM18973v2	1.0
module_7	GCA_000307975.2_ASM30797v2	1.0
module_7	GCA_005280395.1_ASM528039v1	1.0
module_7	GCA_002009115.1_ASM200911v1	1.0
module_7	GCA_005280355.1_ASM528035v1	1.0
module_7	GCA_000189735.2_ASM18973v2	1.0
module_2	GCA_003359255.2_ASM335925v2	1.0
module_2	GCA_000307975.2_ASM30797v2	1.0
module_16	GCA_003359255.2_ASM335925v2	1.0
module_16	GCA_003012895.2_ASM301289v2	1.0
module_16	GCA_000307975.2_ASM30797v2	1.0
module_16	GCA_002009115.1_ASM200911v1	1.0
module_16	GCA_000015425.1_ASM1542v1	1.0
module_16	GCA_000189735.2_ASM18973v2	1.0
module_34	GCA_003012895.2_ASM301289v2	1.0
module_34	GCA_002762545.2_ASM276254v2	1.0
module_34	GCA_000015425.1_ASM1542v1	1.0
module_34	GCA_003627485.2_ASM362748v2	1.0
module_75	GCA_005280395.1_ASM528039v1	1.0
module_75	GCA_005280355.1_ASM528035v1	1.0
module_20	GCA_003359255.2_ASM335925v2	1.0
module_20	GCA_000307975.2_ASM30797v2	1.0
module_20	GCA_002009115.1_ASM200911v1	1.0
module_20	GCA_005280355.1_ASM528035v1	1.0
module_20	GCA_000189735.2_ASM18973v2	1.0
module_9	GCA_000307975.2_ASM30797v2	1.0
module_9	GCA_002762545.2_ASM276254v2	1.0
module_9	GCA_005280395.1_ASM528039v1	1.0
module_9	GCA_002009115.1_ASM200911v1	1.0
module_9	GCA_005280355.1_ASM528035v1	1.0
module_9	GCA_003627485.2_ASM362748v2	1.0
module_9	GCA_000189735.2_ASM18973v2	1.0
module_52	GCA_003359255.2_ASM335925v2	1.0
module_52	GCA_000015425.1_ASM1542v1	1.0
module_55	GCA_003359255.2_ASM335925v2	1.0
module_55	GCA_002762545.2_ASM276254v2	1.0
module_55	GCA_000189735.2_ASM18973v2	1.0
module_40	GCA_000015425.1_ASM1542v1	1.0
module_40	GCA_005280395.1_ASM528039v1	1.0
module_73	GCA_003627485.2_ASM362748v2	1.0
module_73	GCA_005280355.1_ASM528035v1	1.0
module_48	GCA_000015425.1_ASM1542v1	1.0
module_48	GCA_005280395.1_ASM528039v1	1.0
module_21	GCA_003359255.2_ASM335925v2	1.0
module_21	GCA_000307975.2_ASM30797v2	1.0
module_21	GCA_002009115.1_ASM200911v1	1.0
module_21	GCA_005280355.1_ASM528035v1	1.0
module_21	GCA_000189735.2_ASM18973v2	1.0
module_14	GCA_003359255.2_ASM335925v2	1.0
module_14	GCA_002762545.2_ASM276254v2	1.0
module_14	GCA_000307975.2_ASM30797v2	1.0
module_14	GCA_005280395.1_ASM528039v1	1.0
module_14	GCA_002009115.1_ASM200911v1	1.0
module_14	GCA_000015425.1_ASM1542v1	1.0
module_14	GCA_005280355.1_ASM528035v1	1.0
module_14	GCA_003627485.2_ASM362748v2	1.0
module_14	GCA_000189735.2_ASM18973v2	1.0
module_36	GCA_000015425.1_ASM1542v1	1.0
module_36	GCA_002762545.2_ASM276254v2	1.0
module_36	GCA_005280355.1_ASM528035v1	1.0
module_41	GCA_000015425.1_ASM1542v1	1.0
module_41	GCA_005280395.1_ASM528039v1	1.0
module_71	GCA_003627485.2_ASM362748v2	1.0
module_71	GCA_002762545.2_ASM276254v2	1.0
module_35	GCA_003359255.2_ASM335925v2	1.0
module_35	GCA_002762545.2_ASM276254v2	1.0
module_35	GCA_005280395.1_ASM528039v1	1.0
module_35	GCA_000015425.1_ASM1542v1	1.0
module_35	GCA_002009115.1_ASM200911v1	1.0
module_35	GCA_003627485.2_ASM362748v2	1.0
module_35	GCA_000189735.2_ASM18973v2	1.0
module_29	GCA_003012895.2_ASM301289v2	1.0
module_29	GCA_005280395.1_ASM528039v1	1.0
module_57	GCA_003359255.2_ASM335925v2	1.0
module_57	GCA_002762545.2_ASM276254v2	1.0
module_57	GCA_000189735.2_ASM18973v2	1.0
module_51	GCA_000015425.1_ASM1542v1	1.0
module_51	GCA_005280395.1_ASM528039v1	1.0
module_74	GCA_003627485.2_ASM362748v2	1.0
module_74	GCA_005280395.1_ASM528039v1	1.0
module_38	GCA_000015425.1_ASM1542v1	1.0
module_38	GCA_005280395.1_ASM528039v1	1.0
module_42	GCA_000015425.1_ASM1542v1	1.0
module_42	GCA_005280395.1_ASM528039v1	1.0
module_72	GCA_003359255.2_ASM335925v2	1.0
module_72	GCA_005280355.1_ASM528035v1	1.0
module_23	GCA_000307975.2_ASM30797v2	1.0
module_23	GCA_002009115.1_ASM200911v1	1.0
module_23	GCA_005280355.1_ASM528035v1	1.0
module_23	GCA_000189735.2_ASM18973v2	1.0
module_47	GCA_000015425.1_ASM1542v1	1.0
module_47	GCA_005280395.1_ASM528039v1	1.0
module_70	GCA_002762545.2_ASM276254v2	1.0
module_70	GCA_005280355.1_ASM528035v1	1.0
module_5	GCA_000307975.2_ASM30797v2	1.0
module_5	GCA_002762545.2_ASM276254v2	1.0
module_5	GCA_002009115.1_ASM200911v1	1.0
module_5	GCA_005280355.1_ASM528035v1	1.0
module_5	GCA_003627485.2_ASM362748v2	1.0
module_5	GCA_000189735.2_ASM18973v2	1.0
module_37	GCA_000015425.1_ASM1542v1	1.0
module_37	GCA_005280395.1_ASM528039v1	1.0
module_67	GCA_005280355.1_ASM528035v1	1.0
module_67	GCA_002762545.2_ASM276254v2	1.0
module_67	GCA_003627485.2_ASM362748v2	1.0
module_50	GCA_000015425.1_ASM1542v1	1.0
module_50	GCA_002762545.2_ASM276254v2	1.0
module_22	GCA_003359255.2_ASM335925v2	1.0
module_22	GCA_000307975.2_ASM30797v2	1.0
module_22	GCA_002009115.1_ASM200911v1	1.0
module_22	GCA_005280355.1_ASM528035v1	1.0
module_22	GCA_000189735.2_ASM18973v2	1.0
module_31	GCA_000015425.1_ASM1542v1	1.0
module_31	GCA_003012895.2_ASM301289v2	1.0
module_31	GCA_005280395.1_ASM528039v1	1.0
module_68	GCA_003359255.2_ASM335925v2	1.0
module_68	GCA_002762545.2_ASM276254v2	1.0
module_32	GCA_002762545.2_ASM276254v2	1.0
module_32	GCA_003012895.2_ASM301289v2	0.25
module_32	GCA_003627485.2_ASM362748v2	1.0
module_33	GCA_003359255.2_ASM335925v2	1.0
module_33	GCA_003012895.2_ASM301289v2	1.0
module_0	GCA_000015425.1_ASM1542v1	1.0
module_0	GCA_000307975.2_ASM30797v2	1.0
module_53	GCA_002762545.2_ASM276254v2	1.0
module_53	GCA_005280395.1_ASM528039v1	1.0
module_53	GCA_005280355.1_ASM528035v1	1.0
module_53	GCA_003627485.2_ASM362748v2	1.0
module_53	GCA_000189735.2_ASM18973v2	1.0
module_18	GCA_003359255.2_ASM335925v2	1.0
module_18	GCA_000307975.2_ASM30797v2	1.0
module_18	GCA_005280355.1_ASM528035v1	1.0
module_18	GCA_003627485.2_ASM362748v2	1.0
module_13	GCA_003627485.2_ASM362748v2	1.0
module_13	GCA_000307975.2_ASM30797v2	1.0
module_66	GCA_002762545.2_ASM276254v2	1.0
module_66	GCA_005280395.1_ASM528039v1	1.0
module_66	GCA_005280355.1_ASM528035v1	1.0
module_66	GCA_003627485.2_ASM362748v2	1.0
module_49	GCA_000015425.1_ASM1542v1	1.0
module_49	GCA_005280395.1_ASM528039v1	1.0
module_15	GCA_003359255.2_ASM335925v2	1.0
module_15	GCA_005280355.1_ASM528035v1	1.0
module_15	GCA_000307975.2_ASM30797v2	1.0
module_15	GCA_002762545.2_ASM276254v2	0.8
module_1	GCA_003359255.2_ASM335925v2	1.0
module_1	GCA_003012895.2_ASM301289v2	1.0
module_1	GCA_002762545.2_ASM276254v2	1.0
module_1	GCA_005280355.1_ASM528035v1	1.0
module_1	GCA_000189735.2_ASM18973v2	1.0
module_1	GCA_000307975.2_ASM30797v2	1.0
module_1	GCA_005280395.1_ASM528039v1	1.0
module_1	GCA_002009115.1_ASM200911v1	1.0
module_1	GCA_000015425.1_ASM1542v1	1.0
module_1	GCA_003627485.2_ASM362748v2	1.0
module_45	GCA_000015425.1_ASM1542v1	1.0
module_45	GCA_005280395.1_ASM528039v1	1.0
module_46	GCA_000015425.1_ASM1542v1	1.0
module_46	GCA_005280395.1_ASM528039v1	1.0
module_3	GCA_003359255.2_ASM335925v2	1.0
module_3	GCA_002762545.2_ASM276254v2	1.0
module_3	GCA_000307975.2_ASM30797v2	1.0
module_3	GCA_005280395.1_ASM528039v1	1.0
module_3	GCA_002009115.1_ASM200911v1	1.0
module_3	GCA_000015425.1_ASM1542v1	1.0
module_3	GCA_005280355.1_ASM528035v1	1.0
module_3	GCA_003627485.2_ASM362748v2	1.0
module_3	GCA_000189735.2_ASM18973v2	1.0
module_43	GCA_000015425.1_ASM1542v1	1.0
module_43	GCA_005280395.1_ASM528039v1	1.0
module_69	GCA_002762545.2_ASM276254v2	1.0
module_69	GCA_005280355.1_ASM528035v1	1.0
module_19	GCA_003359255.2_ASM335925v2	1.0
module_19	GCA_000307975.2_ASM30797v2	1.0
module_19	GCA_002009115.1_ASM200911v1	1.0
module_19	GCA_005280355.1_ASM528035v1	1.0
module_19	GCA_000189735.2_ASM18973v2	1.0
