module_id	organism	completion
module_64	GCA_010918035.1_ASM1091803v1	1.0
module_104	GCF_009296145.1_ASM929614v1	1.0
module_104	GCF_010917815.1_ASM1091781v1	1.0
module_6	GCF_009914415.1_ASM991441v1	1.0
module_6	GCF_009914475.1_ASM991447v1	1.0
module_88	GCF_002953575.2_ASM295357v2	1.0
module_88	GCF_009734145.1_ASM973414v1	1.0
module_51	GCF_002953575.2_ASM295357v2	1.0
module_51	GCA_010918035.1_ASM1091803v1	1.0
module_13	GCF_010917815.1_ASM1091781v1	1.0
module_13	GCF_009914475.1_ASM991447v1	1.0
module_13	GCF_009914415.1_ASM991441v1	1.0
module_13	GCF_009914375.1_ASM991437v1	1.0
module_2	GCF_002953575.2_ASM295357v2	1.0
module_2	GCF_009914415.1_ASM991441v1	1.0
module_2	GCA_010918035.1_ASM1091803v1	0.08
module_2	GCF_009914435.1_ASM991443v1	1.0
module_2	GCF_009914395.1_ASM991439v1	0.92
module_2	GCF_009914475.1_ASM991447v1	1.0
module_2	GCF_009734145.1_ASM973414v1	1.0
module_2	GCF_009914375.1_ASM991437v1	1.0
module_100	GCF_010917815.1_ASM1091781v1	1.0
module_100	GCF_009914395.1_ASM991439v1	1.0
module_57	GCF_010917815.1_ASM1091781v1	1.0
module_57	GCF_009296145.1_ASM929614v1	1.0
module_57	GCA_010918035.1_ASM1091803v1	1.0
module_103	GCF_009296145.1_ASM929614v1	1.0
module_103	GCF_010917815.1_ASM1091781v1	1.0
module_58	GCF_010917815.1_ASM1091781v1	1.0
module_58	GCA_010918035.1_ASM1091803v1	1.0
module_58	GCF_009914375.1_ASM991437v1	1.0
module_99	GCF_010917815.1_ASM1091781v1	1.0
module_99	GCF_009914395.1_ASM991439v1	1.0
module_99	GCF_009296145.1_ASM929614v1	1.0
module_98	GCF_009296145.1_ASM929614v1	1.0
module_98	GCF_009734145.1_ASM973414v1	1.0
module_96	GCF_002953575.2_ASM295357v2	1.0
module_96	GCF_009734145.1_ASM973414v1	1.0
module_54	GCF_010917815.1_ASM1091781v1	1.0
module_54	GCF_009296145.1_ASM929614v1	1.0
module_54	GCA_010918035.1_ASM1091803v1	1.0
module_5	GCF_009914415.1_ASM991441v1	1.0
module_5	GCF_009914475.1_ASM991447v1	1.0
module_102	GCF_009296145.1_ASM929614v1	1.0
module_102	GCF_009914395.1_ASM991439v1	1.0
module_86	GCF_002953575.2_ASM295357v2	1.0
module_86	GCF_009734145.1_ASM973414v1	1.0
module_55	GCF_010917815.1_ASM1091781v1	1.0
module_55	GCF_009296145.1_ASM929614v1	1.0
module_55	GCA_010918035.1_ASM1091803v1	1.0
module_87	GCF_002953575.2_ASM295357v2	1.0
module_87	GCF_009734145.1_ASM973414v1	1.0
module_56	GCF_010917815.1_ASM1091781v1	1.0
module_56	GCF_009296145.1_ASM929614v1	1.0
module_56	GCA_010918035.1_ASM1091803v1	1.0
module_101	GCF_010917815.1_ASM1091781v1	1.0
module_101	GCF_009914395.1_ASM991439v1	1.0
module_101	GCF_009296145.1_ASM929614v1	1.0
module_95	GCF_009914395.1_ASM991439v1	1.0
module_95	GCF_002953575.2_ASM295357v2	1.0
module_95	GCF_009734145.1_ASM973414v1	1.0
module_21	GCF_002953575.2_ASM295357v2	1.0
module_21	GCF_009914415.1_ASM991441v1	1.0
module_21	GCA_010918035.1_ASM1091803v1	0.89
module_21	GCF_009914435.1_ASM991443v1	1.0
module_21	GCF_009914395.1_ASM991439v1	0.33
module_21	GCF_009914475.1_ASM991447v1	1.0
module_21	GCF_009734145.1_ASM973414v1	1.0
module_53	GCF_010917815.1_ASM1091781v1	1.0
module_53	GCF_009914395.1_ASM991439v1	1.0
module_53	GCA_010918035.1_ASM1091803v1	1.0
module_4	GCF_002953575.2_ASM295357v2	1.0
module_4	GCF_009914415.1_ASM991441v1	1.0
module_4	GCF_009914435.1_ASM991443v1	0.75
module_4	GCF_009914395.1_ASM991439v1	1.0
module_4	GCF_009914475.1_ASM991447v1	1.0
module_4	GCF_009734145.1_ASM973414v1	1.0
module_4	GCF_009914375.1_ASM991437v1	1.0
module_3	GCF_009914415.1_ASM991441v1	1.0
module_3	GCF_002953575.2_ASM295357v2	1.0
module_3	GCF_009914475.1_ASM991447v1	1.0
module_3	GCF_009734145.1_ASM973414v1	1.0
module_85	GCF_002953575.2_ASM295357v2	1.0
module_85	GCF_009734145.1_ASM973414v1	1.0
module_38	GCF_009914475.1_ASM991447v1	1.0
module_38	GCF_009914415.1_ASM991441v1	1.0
module_38	GCF_009914435.1_ASM991443v1	1.0
module_52	GCF_010917815.1_ASM1091781v1	1.0
module_52	GCF_009296145.1_ASM929614v1	1.0
module_52	GCA_010918035.1_ASM1091803v1	1.0
module_52	GCF_009914395.1_ASM991439v1	1.0
module_52	GCF_009914375.1_ASM991437v1	1.0
module_20	GCA_010918035.1_ASM1091803v1	1.0
module_20	GCF_009296145.1_ASM929614v1	1.0
module_20	GCF_009914415.1_ASM991441v1	1.0
module_20	GCF_009914395.1_ASM991439v1	1.0
module_20	GCF_009914475.1_ASM991447v1	1.0
module_20	GCF_009734145.1_ASM973414v1	1.0
module_20	GCF_010917815.1_ASM1091781v1	1.0
module_20	GCF_002953575.2_ASM295357v2	1.0
module_20	GCF_009914435.1_ASM991443v1	1.0
module_20	GCF_009914375.1_ASM991437v1	1.0
module_67	GCA_010918035.1_ASM1091803v1	1.0
module_67	GCF_010917815.1_ASM1091781v1	1.0
module_18	GCF_010917815.1_ASM1091781v1	1.0
module_18	GCF_009914475.1_ASM991447v1	1.0
module_18	GCF_009914415.1_ASM991441v1	1.0
module_71	GCF_009914395.1_ASM991439v1	1.0
module_71	GCF_002953575.2_ASM295357v2	1.0
module_71	GCF_009914375.1_ASM991437v1	1.0
module_31	GCF_009914415.1_ASM991441v1	1.0
module_31	GCF_009914475.1_ASM991447v1	1.0
module_97	GCF_010917815.1_ASM1091781v1	1.0
module_97	GCF_009734145.1_ASM973414v1	1.0
module_22	GCF_009914415.1_ASM991441v1	1.0
module_22	GCF_009914475.1_ASM991447v1	1.0
module_48	GCF_009296145.1_ASM929614v1	1.0
module_48	GCF_009914475.1_ASM991447v1	1.0
module_41	GCF_002953575.2_ASM295357v2	1.0
module_41	GCF_009914435.1_ASM991443v1	1.0
module_91	GCF_002953575.2_ASM295357v2	1.0
module_91	GCF_009734145.1_ASM973414v1	1.0
module_24	GCF_009914475.1_ASM991447v1	1.0
module_24	GCF_009914415.1_ASM991441v1	1.0
module_24	GCA_010918035.1_ASM1091803v1	1.0
module_90	GCF_002953575.2_ASM295357v2	1.0
module_90	GCF_009734145.1_ASM973414v1	1.0
module_111	GCF_009296145.1_ASM929614v1	1.0
module_111	GCF_010917815.1_ASM1091781v1	1.0
module_33	GCF_009296145.1_ASM929614v1	1.0
module_33	GCA_010918035.1_ASM1091803v1	1.0
module_33	GCF_009914415.1_ASM991441v1	1.0
module_33	GCF_009914475.1_ASM991447v1	1.0
module_50	GCF_009914395.1_ASM991439v1	1.0
module_50	GCF_009914375.1_ASM991437v1	1.0
module_50	GCA_010918035.1_ASM1091803v1	1.0
module_39	GCF_009914475.1_ASM991447v1	1.0
module_39	GCF_009914415.1_ASM991441v1	1.0
module_39	GCF_009914435.1_ASM991443v1	1.0
module_92	GCF_002953575.2_ASM295357v2	1.0
module_92	GCF_009734145.1_ASM973414v1	1.0
module_30	GCF_010917815.1_ASM1091781v1	1.0
module_30	GCF_009914475.1_ASM991447v1	1.0
module_30	GCA_010918035.1_ASM1091803v1	1.0
module_30	GCF_009914415.1_ASM991441v1	1.0
module_30	GCF_009296145.1_ASM929614v1	1.0
module_30	GCF_009914435.1_ASM991443v1	1.0
module_30	GCF_009914395.1_ASM991439v1	1.0
module_30	GCF_009914375.1_ASM991437v1	1.0
module_46	GCF_010917815.1_ASM1091781v1	1.0
module_46	GCA_010918035.1_ASM1091803v1	1.0
module_46	GCF_009914435.1_ASM991443v1	1.0
module_46	GCF_009914395.1_ASM991439v1	1.0
module_46	GCF_009914375.1_ASM991437v1	1.0
module_32	GCF_009914415.1_ASM991441v1	1.0
module_32	GCF_009914475.1_ASM991447v1	1.0
module_73	GCF_009914375.1_ASM991437v1	1.0
module_73	GCF_009914395.1_ASM991439v1	1.0
module_16	GCF_009914475.1_ASM991447v1	1.0
module_16	GCF_009914415.1_ASM991441v1	1.0
module_16	GCF_009914435.1_ASM991443v1	1.0
module_69	GCF_009914375.1_ASM991437v1	1.0
module_69	GCF_009914395.1_ASM991439v1	1.0
module_40	GCF_010917815.1_ASM1091781v1	1.0
module_40	GCF_009296145.1_ASM929614v1	1.0
module_40	GCF_009914435.1_ASM991443v1	1.0
module_49	GCF_009296145.1_ASM929614v1	1.0
module_49	GCA_010918035.1_ASM1091803v1	1.0
module_26	GCF_009914415.1_ASM991441v1	1.0
module_26	GCF_002953575.2_ASM295357v2	1.0
module_26	GCF_009914475.1_ASM991447v1	1.0
module_26	GCF_009734145.1_ASM973414v1	1.0
module_74	GCF_009914375.1_ASM991437v1	1.0
module_74	GCF_009914395.1_ASM991439v1	1.0
module_25	GCF_009914415.1_ASM991441v1	1.0
module_25	GCA_010918035.1_ASM1091803v1	1.0
module_25	GCF_009914435.1_ASM991443v1	1.0
module_25	GCF_009914475.1_ASM991447v1	1.0
module_44	GCF_009914435.1_ASM991443v1	1.0
module_44	GCF_009914395.1_ASM991439v1	1.0
module_36	GCF_009914415.1_ASM991441v1	1.0
module_36	GCF_009914475.1_ASM991447v1	1.0
module_83	GCF_002953575.2_ASM295357v2	1.0
module_83	GCF_009914395.1_ASM991439v1	1.0
module_17	GCF_009914415.1_ASM991441v1	1.0
module_17	GCF_009914475.1_ASM991447v1	1.0
module_93	GCF_002953575.2_ASM295357v2	1.0
module_93	GCF_009734145.1_ASM973414v1	1.0
module_15	GCF_009914475.1_ASM991447v1	1.0
module_15	GCF_009914415.1_ASM991441v1	1.0
module_15	GCF_009914435.1_ASM991443v1	1.0
module_37	GCF_009914475.1_ASM991447v1	1.0
module_37	GCF_009914415.1_ASM991441v1	1.0
module_37	GCF_009914435.1_ASM991443v1	1.0
module_47	GCF_009296145.1_ASM929614v1	1.0
module_47	GCF_009914475.1_ASM991447v1	1.0
module_29	GCF_009914475.1_ASM991447v1	1.0
module_29	GCF_009914415.1_ASM991441v1	1.0
module_29	GCF_009914435.1_ASM991443v1	1.0
module_70	GCF_009914375.1_ASM991437v1	1.0
module_70	GCF_009914395.1_ASM991439v1	1.0
module_23	GCF_009914415.1_ASM991441v1	1.0
module_23	GCF_002953575.2_ASM295357v2	1.0
module_23	GCA_010918035.1_ASM1091803v1	0.92
module_23	GCF_009914435.1_ASM991443v1	1.0
module_23	GCF_009914475.1_ASM991447v1	1.0
module_23	GCF_009734145.1_ASM973414v1	1.0
module_43	GCF_010917815.1_ASM1091781v1	1.0
module_43	GCF_009296145.1_ASM929614v1	1.0
module_43	GCA_010918035.1_ASM1091803v1	1.0
module_43	GCF_009914435.1_ASM991443v1	1.0
module_43	GCF_009914375.1_ASM991437v1	1.0
module_34	GCF_009914475.1_ASM991447v1	1.0
module_34	GCF_009914415.1_ASM991441v1	1.0
module_34	GCA_010918035.1_ASM1091803v1	1.0
module_94	GCF_002953575.2_ASM295357v2	1.0
module_94	GCF_009734145.1_ASM973414v1	1.0
module_89	GCF_002953575.2_ASM295357v2	1.0
module_89	GCF_009734145.1_ASM973414v1	1.0
module_76	GCF_009914395.1_ASM991439v1	1.0
module_76	GCF_002953575.2_ASM295357v2	1.0
module_76	GCF_009914375.1_ASM991437v1	1.0
module_10	GCF_010917815.1_ASM1091781v1	1.0
module_10	GCF_002953575.2_ASM295357v2	1.0
module_10	GCF_009914415.1_ASM991441v1	1.0
module_10	GCA_010918035.1_ASM1091803v1	1.0
module_10	GCF_009914435.1_ASM991443v1	1.0
module_10	GCF_009914475.1_ASM991447v1	1.0
module_10	GCF_009734145.1_ASM973414v1	1.0
module_19	GCF_009914415.1_ASM991441v1	1.0
module_19	GCF_009914475.1_ASM991447v1	1.0
module_45	GCF_010917815.1_ASM1091781v1	1.0
module_45	GCF_009296145.1_ASM929614v1	1.0
module_45	GCA_010918035.1_ASM1091803v1	1.0
module_45	GCF_009914435.1_ASM991443v1	1.0
module_45	GCF_009914395.1_ASM991439v1	1.0
module_109	GCF_009296145.1_ASM929614v1	1.0
module_109	GCF_010917815.1_ASM1091781v1	1.0
module_35	GCF_009914415.1_ASM991441v1	1.0
module_35	GCF_009914475.1_ASM991447v1	1.0
module_68	GCF_010917815.1_ASM1091781v1	1.0
module_68	GCF_009296145.1_ASM929614v1	1.0
module_68	GCF_009914395.1_ASM991439v1	1.0
module_68	GCF_009914375.1_ASM991437v1	1.0
module_28	GCF_009914415.1_ASM991441v1	1.0
module_28	GCF_009914475.1_ASM991447v1	1.0
module_42	GCF_010917815.1_ASM1091781v1	1.0
module_42	GCF_009914435.1_ASM991443v1	1.0
module_27	GCF_009914475.1_ASM991447v1	1.0
module_27	GCF_009914415.1_ASM991441v1	1.0
module_27	GCF_009914435.1_ASM991443v1	1.0
