#duplication_margin=0.05
persistent_family	duplication_ratio	mean_presence	is_single_copy_marker
GCF_003143895.1_ASM314389v1_CDS_1077	0.4	1.5	False
GCF_003143895.1_ASM314389v1_CDS_1781	0.1	1.1	False
GCF_003143895.1_ASM314389v1_CDS_1813	0.0	1.0	True
GCF_003143895.1_ASM314389v1_CDS_1877	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_0789	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_0981	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_1045	0.3	1.4	False
GCF_000814165.3_ASM81416v3_CDS_1141	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_1205	0.2	1.2	False
GCF_000814165.3_ASM81416v3_CDS_1557	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_1621	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_1653	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_1845	0.4	1.4	False
GCF_000814165.3_ASM81416v3_CDS_1877	0.3	1.3	False
GCF_000814165.3_ASM81416v3_CDS_1941	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_2005	0.3	1.3	False
GCF_000814165.3_ASM81416v3_CDS_2165	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_2197	0.4	1.6	False
GCF_000814165.3_ASM81416v3_CDS_2261	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_2293	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_2485	0.5	1.5	False
GCF_000814165.3_ASM81416v3_CDS_2549	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_2581	0.3	1.3	False
GCF_000814165.3_ASM81416v3_CDS_2709	0.2	1.2	False
GCF_000814165.3_ASM81416v3_CDS_2741	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_2838	0.3	1.3	False
GCF_000814165.3_ASM81416v3_CDS_3030	0.2	1.3	False
GCF_000814165.3_ASM81416v3_CDS_3062	0.2	1.2	False
GCF_000814165.3_ASM81416v3_CDS_3126	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_3286	1.0	2.4	False
GCF_000814165.3_ASM81416v3_CDS_3350	0.5	1.6	False
GCF_000814165.3_ASM81416v3_CDS_3382	0.5	1.5	False
GCF_000814165.3_ASM81416v3_CDS_3542	0.0	1.0	True
GCA_003359375.2_ASM335937v2_CDS_2530	0.0	1.0	True
GCA_003359375.2_ASM335937v2_CDS_4611	0.1	1.1	False
GCA_003359375.2_ASM335937v2_CDS_4643	0.0	1.0	True
GCA_003359375.2_ASM335937v2_CDS_4740	0.1	1.1	False
GCA_003359395.2_ASM335939v2_CDS_0187	0.1	1.1	False
GCA_003359395.2_ASM335939v2_CDS_0347	0.1	1.1	False
GCA_003359435.2_ASM335943v2_CDS_0329	0.0	1.0	True
GCA_003359435.2_ASM335943v2_CDS_0617	0.1	1.1	False
GCA_003359435.2_ASM335943v2_CDS_1033	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_2021	0.222	1.333	False
GCF_002951295.1_ASM295129v1_CDS_2117	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_2213	0.3	1.4	False
GCF_002951295.1_ASM295129v1_CDS_2373	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_2533	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_2726	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_2759	0.1	1.1	False
GCF_002951295.1_ASM295129v1_CDS_3207	0.3	1.4	False
GCF_002951295.1_ASM295129v1_CDS_3303	0.5	1.8	False
GCF_002951295.1_ASM295129v1_CDS_3367	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_3495	0.3	1.4	False
GCF_002951295.1_ASM295129v1_CDS_3655	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_3719	0.3	1.4	False
GCF_003143895.1_ASM314389v1_CDS_0283	0.4	1.5	False
GCF_003143895.1_ASM314389v1_CDS_0347	0.0	1.0	True
GCF_003143895.1_ASM314389v1_CDS_0571	0.222	1.444	False
GCF_003143895.1_ASM314389v1_CDS_0891	0.1	1.1	False
GCF_003143895.1_ASM314389v1_CDS_0923	0.1	1.1	False
GCF_003143895.1_ASM314389v1_CDS_1051	0.0	1.0	True
GCF_003143895.1_ASM314389v1_CDS_1083	0.5	2.0	False
GCA_003359375.2_ASM335937v2_CDS_3687	0.0	1.0	True
GCA_003359355.2_ASM335935v2_CDS_2574	0.0	1.0	True
GCF_004295305.1_ASM429530v1_CDS_1375	0.0	1.0	True
GCF_004295305.1_ASM429530v1_CDS_2079	0.0	1.0	True
GCA_003359435.2_ASM335943v2_CDS_1359	0.1	1.2	False
GCF_002951295.1_ASM295129v1_CDS_1899	0.3	1.5	False
GCF_002951295.1_ASM295129v1_CDS_2507	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_3405	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_3437	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_3597	0.3	1.3	False
GCF_003143895.1_ASM314389v1_CDS_0673	0.5	2.0	False
GCF_003143895.1_ASM314389v1_CDS_0801	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_1196	0.3	1.3	False
GCF_002951295.1_ASM295129v1_CDS_1260	0.3	1.3	False
GCF_002951295.1_ASM295129v1_CDS_1292	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1356	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1420	0.333	1.556	False
GCF_002951295.1_ASM295129v1_CDS_1452	0.222	1.222	False
GCF_002951295.1_ASM295129v1_CDS_2028	0.222	1.222	False
GCF_002951295.1_ASM295129v1_CDS_2060	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_3214	0.1	1.1	False
GCF_002951295.1_ASM295129v1_CDS_3406	0.4	1.5	False
GCF_002951295.1_ASM295129v1_CDS_3438	0.3	1.5	False
GCF_003143895.1_ASM314389v1_CDS_0290	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_3337	0.1	1.1	False
GCA_003359395.2_ASM335939v2_CDS_4169	0.1	1.1	False
GCA_003359435.2_ASM335943v2_CDS_0917	0.2	1.2	False
GCA_003359435.2_ASM335943v2_CDS_3286	0.2	1.2	False
GCF_004295305.1_ASM429530v1_CDS_2954	0.8	2.0	False
GCF_000814165.3_ASM81416v3_CDS_0044	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_0952	0.4	1.6	False
GCA_003359435.2_ASM335943v2_CDS_3167	0.571	1.571	False
GCF_000814165.3_ASM81416v3_CDS_3186	0.5	1.7	False
GCF_000814165.3_ASM81416v3_CDS_3218	0.4	1.4	False
GCF_000814165.3_ASM81416v3_CDS_3250	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_3282	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_3314	0.3	1.4	False
GCF_000814165.3_ASM81416v3_CDS_3378	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_3410	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_3474	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_3506	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_3538	0.4	1.4	False
GCF_002082665.1_ASM208266v1_CDS_0016	0.1	1.1	False
GCF_002082665.1_ASM208266v1_CDS_0048	0.5	1.625	False
GCF_002082665.1_ASM208266v1_CDS_0080	0.2	1.2	False
GCF_002082665.1_ASM208266v1_CDS_0112	0.4	1.5	False
GCF_002082665.1_ASM208266v1_CDS_0144	0.3	1.4	False
GCF_002082665.1_ASM208266v1_CDS_0176	0.3	1.5	False
GCF_002082665.1_ASM208266v1_CDS_0208	0.2	1.2	False
GCF_002082665.1_ASM208266v1_CDS_0240	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_0272	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_0336	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_0400	0.3	1.4	False
GCF_002082665.1_ASM208266v1_CDS_0432	0.1	1.1	False
GCF_002082665.1_ASM208266v1_CDS_0464	0.2	1.2	False
GCF_002082665.1_ASM208266v1_CDS_0496	0.4	1.4	False
GCF_002082665.1_ASM208266v1_CDS_0528	0.3	1.4	False
GCF_002082665.1_ASM208266v1_CDS_0560	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_0752	0.3	1.4	False
GCF_002082665.1_ASM208266v1_CDS_0784	0.3	1.4	False
GCF_002082665.1_ASM208266v1_CDS_0880	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_1072	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_1104	0.1	1.1	False
GCF_002082665.1_ASM208266v1_CDS_1136	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_1168	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_1200	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_1232	0.1	1.1	False
GCF_002082665.1_ASM208266v1_CDS_1264	0.3	1.3	False
GCF_002082665.1_ASM208266v1_CDS_1392	0.1	1.1	False
GCF_002082665.1_ASM208266v1_CDS_1424	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_1456	0.4	1.5	False
GCF_002082665.1_ASM208266v1_CDS_1520	0.2	1.2	False
GCF_002082665.1_ASM208266v1_CDS_1552	0.3	1.3	False
GCF_002082665.1_ASM208266v1_CDS_1584	0.3	1.3	False
GCF_002082665.1_ASM208266v1_CDS_1776	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_1808	0.5	1.5	False
GCF_002082665.1_ASM208266v1_CDS_1840	0.2	1.2	False
GCF_002082665.1_ASM208266v1_CDS_1872	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_1904	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_2000	0.5	1.6	False
GCF_002082665.1_ASM208266v1_CDS_2032	0.4	1.4	False
GCF_002082665.1_ASM208266v1_CDS_2096	0.3	1.4	False
GCF_002082665.1_ASM208266v1_CDS_2160	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_2192	0.4	1.6	False
GCF_002082665.1_ASM208266v1_CDS_2256	0.3	1.4	False
GCF_002082665.1_ASM208266v1_CDS_2288	0.1	1.1	False
GCF_002082665.1_ASM208266v1_CDS_2352	0.1	1.1	False
GCF_002082665.1_ASM208266v1_CDS_2384	0.125	1.25	False
GCF_002082665.1_ASM208266v1_CDS_2512	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_2544	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_2576	0.25	1.25	False
GCA_003359355.2_ASM335935v2_CDS_2052	0.0	1.0	True
GCA_003359355.2_ASM335935v2_CDS_2084	0.0	1.0	True
GCA_003359355.2_ASM335935v2_CDS_2532	0.0	1.0	True
GCA_003359355.2_ASM335935v2_CDS_2660	0.0	1.0	True
GCA_003359355.2_ASM335935v2_CDS_3236	0.2	1.4	False
GCA_003359355.2_ASM335935v2_CDS_3460	0.0	1.0	True
GCA_003359355.2_ASM335935v2_CDS_4100	0.0	1.0	True
GCA_003359355.2_ASM335935v2_CDS_4196	0.0	1.0	True
GCA_003359355.2_ASM335935v2_CDS_4356	0.0	1.0	True
GCA_003359355.2_ASM335935v2_CDS_4388	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_1850	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_2010	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_2106	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_2298	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_2394	0.2	1.2	False
GCA_003359395.2_ASM335939v2_CDS_2458	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_3226	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_3386	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_4058	0.1	1.1	False
GCA_003359395.2_ASM335939v2_CDS_4090	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_4186	0.0	1.0	True
GCA_003359355.2_ASM335935v2_CDS_1446	0.0	1.0	True
GCA_003359355.2_ASM335935v2_CDS_1830	0.1	1.1	False
GCA_003359355.2_ASM335935v2_CDS_2054	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_0781	0.222	1.222	False
GCA_003359395.2_ASM335939v2_CDS_1173	0.4	1.5	False
GCF_000814165.3_ASM81416v3_CDS_0423	0.3	1.5	False
GCA_003359355.2_ASM335935v2_CDS_0468	0.0	1.0	True
GCF_002082665.1_ASM208266v1_CDS_1224	0.5	1.6	False
GCA_003359355.2_ASM335935v2_CDS_4926	0.1	1.1	False
GCA_003359355.2_ASM335935v2_CDS_3457	0.3	1.3	False
GCF_002951295.1_ASM295129v1_CDS_1084	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1116	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1212	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_1244	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1276	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1308	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1340	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_1372	0.3	1.3	False
GCF_002951295.1_ASM295129v1_CDS_1404	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1500	0.4	1.4	False
GCF_002951295.1_ASM295129v1_CDS_1532	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_1628	0.4	1.7	False
GCF_002951295.1_ASM295129v1_CDS_1660	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_1692	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1724	0.1	1.1	False
GCF_002951295.1_ASM295129v1_CDS_1756	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_1788	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1820	0.3	1.5	False
GCF_002951295.1_ASM295129v1_CDS_1852	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1916	0.5	1.5	False
GCF_002951295.1_ASM295129v1_CDS_1980	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_2012	0.375	1.625	False
GCF_002951295.1_ASM295129v1_CDS_2044	0.375	1.375	False
GCF_002951295.1_ASM295129v1_CDS_2108	0.857	8.143	False
GCF_002951295.1_ASM295129v1_CDS_2140	0.429	1.429	False
GCF_002951295.1_ASM295129v1_CDS_2204	0.3	1.3	False
GCF_002951295.1_ASM295129v1_CDS_2236	0.4	1.5	False
GCF_002951295.1_ASM295129v1_CDS_2300	0.333	1.333	False
GCF_002951295.1_ASM295129v1_CDS_2428	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_2524	0.3	1.4	False
GCF_002951295.1_ASM295129v1_CDS_2556	0.4	1.5	False
GCF_002951295.1_ASM295129v1_CDS_2621	0.3	1.3	False
GCF_002951295.1_ASM295129v1_CDS_2653	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_2685	0.4	1.5	False
GCF_002951295.1_ASM295129v1_CDS_2717	0.1	1.1	False
GCF_002951295.1_ASM295129v1_CDS_2750	0.1	1.1	False
GCF_002951295.1_ASM295129v1_CDS_2782	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_2814	0.889	2.444	False
GCF_002951295.1_ASM295129v1_CDS_2846	0.143	1.143	False
GCF_002951295.1_ASM295129v1_CDS_2910	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_2942	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_2974	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_3006	0.5	2.1	False
GCF_002951295.1_ASM295129v1_CDS_3038	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_3102	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_3230	0.1	1.1	False
GCF_002951295.1_ASM295129v1_CDS_3262	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_3294	0.1	1.1	False
GCF_002951295.1_ASM295129v1_CDS_3326	0.111	1.111	False
GCF_002951295.1_ASM295129v1_CDS_3358	0.1	1.2	False
GCF_002951295.1_ASM295129v1_CDS_3390	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_3422	0.4	1.4	False
GCF_002951295.1_ASM295129v1_CDS_3454	0.3	1.3	False
GCF_002951295.1_ASM295129v1_CDS_3486	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_3518	0.222	1.222	False
GCF_002951295.1_ASM295129v1_CDS_3550	0.4	1.6	False
GCF_002951295.1_ASM295129v1_CDS_3582	0.3	1.5	False
GCF_002951295.1_ASM295129v1_CDS_3646	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_3710	0.2	1.3	False
GCF_003143895.1_ASM314389v1_CDS_0082	0.1	1.1	False
GCF_003143895.1_ASM314389v1_CDS_0114	0.5	1.5	False
GCF_003143895.1_ASM314389v1_CDS_0146	0.0	1.0	True
GCF_003143895.1_ASM314389v1_CDS_0178	0.5	1.7	False
GCF_003143895.1_ASM314389v1_CDS_0242	0.1	1.1	False
GCF_003143895.1_ASM314389v1_CDS_0274	0.1	1.1	False
GCF_003143895.1_ASM314389v1_CDS_0306	0.4	1.4	False
GCF_003143895.1_ASM314389v1_CDS_0338	0.0	1.0	True
GCF_003143895.1_ASM314389v1_CDS_0370	0.0	1.0	True
GCF_003143895.1_ASM314389v1_CDS_0402	0.0	1.0	True
GCF_003143895.1_ASM314389v1_CDS_0434	0.111	1.111	False
GCF_003143895.1_ASM314389v1_CDS_0466	0.0	1.0	True
GCF_003143895.1_ASM314389v1_CDS_0498	0.3	1.4	False
GCA_003359375.2_ASM335937v2_CDS_4767	0.2	1.2	False
GCA_003359375.2_ASM335937v2_CDS_4799	0.0	1.0	True
GCA_003359375.2_ASM335937v2_CDS_4863	0.4	1.4	False
GCA_003359375.2_ASM335937v2_CDS_5151	0.0	1.0	True
GCA_003359375.2_ASM335937v2_CDS_5343	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_0182	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_0471	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_0727	0.1	1.1	False
GCA_003359395.2_ASM335939v2_CDS_0791	0.3	1.3	False
GCA_003359395.2_ASM335939v2_CDS_0824	0.0	1.0	True
GCA_003359395.2_ASM335939v2_CDS_0985	0.1	1.1	False
GCA_003359395.2_ASM335939v2_CDS_1401	0.0	1.0	True
GCF_003143895.1_ASM314389v1_CDS_2548	0.0	1.0	True
GCF_003143895.1_ASM314389v1_CDS_2580	0.3	1.3	False
GCF_003143895.1_ASM314389v1_CDS_2644	0.4	1.4	False
GCF_003143895.1_ASM314389v1_CDS_2676	0.2	1.2	False
GCF_003143895.1_ASM314389v1_CDS_2740	0.2	1.2	False
GCF_003143895.1_ASM314389v1_CDS_2868	0.1	1.1	False
GCF_003143895.1_ASM314389v1_CDS_2997	0.4	1.4	False
GCF_003143895.1_ASM314389v1_CDS_3285	0.5	1.7	False
GCF_003143895.1_ASM314389v1_CDS_3445	0.2	1.2	False
GCF_003143895.1_ASM314389v1_CDS_3605	0.1	1.1	False
GCF_003143895.1_ASM314389v1_CDS_3637	0.0	1.0	True
GCF_003143895.1_ASM314389v1_CDS_3669	0.2	1.2	False
GCF_003143895.1_ASM314389v1_CDS_3733	0.3	1.3	False
GCF_003143895.1_ASM314389v1_CDS_3765	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_0051	0.3	1.3	False
GCF_000814165.3_ASM81416v3_CDS_0147	0.3	1.3	False
GCF_000814165.3_ASM81416v3_CDS_0179	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_0275	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_0403	0.4	1.4	False
GCF_000814165.3_ASM81416v3_CDS_0435	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_0467	0.4	2.1	False
GCF_000814165.3_ASM81416v3_CDS_0595	0.3	1.3	False
GCF_000814165.3_ASM81416v3_CDS_0787	0.4	2.1	False
GCF_000814165.3_ASM81416v3_CDS_0883	0.5	1.9	False
GCF_000814165.3_ASM81416v3_CDS_0979	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_1043	0.2	1.2	False
GCF_000814165.3_ASM81416v3_CDS_1107	0.2	1.2	False
GCF_000814165.3_ASM81416v3_CDS_1235	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_1395	0.3	1.7	False
GCF_000814165.3_ASM81416v3_CDS_1427	0.3	1.5	False
GCF_000814165.3_ASM81416v3_CDS_1555	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_1619	0.3	1.3	False
GCF_000814165.3_ASM81416v3_CDS_1811	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_1875	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_1939	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_1524	0.4	1.5	False
GCF_000814165.3_ASM81416v3_CDS_1556	0.2	1.2	False
GCF_000814165.3_ASM81416v3_CDS_1620	0.3	1.3	False
GCF_000814165.3_ASM81416v3_CDS_1652	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_1940	0.4	1.4	False
GCF_000814165.3_ASM81416v3_CDS_1972	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_2036	0.2	1.2	False
GCF_000814165.3_ASM81416v3_CDS_2068	0.111	1.111	False
GCF_000814165.3_ASM81416v3_CDS_2100	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_2164	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_2196	0.2	1.2	False
GCF_000814165.3_ASM81416v3_CDS_2388	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_2580	0.4	1.5	False
GCF_000814165.3_ASM81416v3_CDS_2644	0.4	1.5	False
GCF_000814165.3_ASM81416v3_CDS_2772	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_2837	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_3029	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_3061	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_3093	0.5	1.7	False
GCF_000814165.3_ASM81416v3_CDS_3125	0.3	1.6	False
GCF_000814165.3_ASM81416v3_CDS_3285	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_3349	0.0	1.0	True
GCF_000814165.3_ASM81416v3_CDS_3509	0.1	1.1	False
GCF_000814165.3_ASM81416v3_CDS_3541	0.4	1.6	False
GCF_002082665.1_ASM208266v1_CDS_0243	0.111	1.111	False
GCF_002082665.1_ASM208266v1_CDS_0275	0.4	1.6	False
GCF_002082665.1_ASM208266v1_CDS_0403	0.3	1.3	False
GCF_002082665.1_ASM208266v1_CDS_0755	0.4	1.5	False
GCF_004295305.1_ASM429530v1_CDS_2646	0.4	1.4	False
GCF_004295305.1_ASM429530v1_CDS_2967	0.222	1.222	False
GCF_004295305.1_ASM429530v1_CDS_2999	0.3	1.3	False
GCF_004295305.1_ASM429530v1_CDS_3063	0.0	1.0	True
GCF_004295305.1_ASM429530v1_CDS_3191	0.1	1.1	False
GCF_004295305.1_ASM429530v1_CDS_3223	0.2	1.2	False
GCF_004295305.1_ASM429530v1_CDS_3383	0.4	1.7	False
GCF_004295305.1_ASM429530v1_CDS_3415	0.5	1.6	False
GCF_004295305.1_ASM429530v1_CDS_3447	0.5	1.7	False
GCF_004295305.1_ASM429530v1_CDS_3607	0.2	1.2	False
GCF_004295305.1_ASM429530v1_CDS_3639	0.2	1.2	False
GCF_004295305.1_ASM429530v1_CDS_3671	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_0224	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_0288	0.333	1.889	False
GCF_002951295.1_ASM295129v1_CDS_0640	0.5	1.6	False
GCF_002951295.1_ASM295129v1_CDS_0672	0.9	3.1	False
GCF_002951295.1_ASM295129v1_CDS_0832	0.2	1.2	False
GCF_002951295.1_ASM295129v1_CDS_0896	0.3	1.3	False
GCF_002951295.1_ASM295129v1_CDS_0928	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_0960	0.3	1.5	False
GCF_002951295.1_ASM295129v1_CDS_0992	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1088	0.1	1.1	False
GCF_002951295.1_ASM295129v1_CDS_1216	0.0	1.0	True
GCF_002951295.1_ASM295129v1_CDS_1248	0.0	1.0	True
