module_id	organism	completion
module_88	GCA_003359315.2_ASM335931v2	1.0
module_88	GCF_001577285.1_ASM157728v1	1.0
module_22	GCA_003354845.1_ASM335484v1	1.0
module_22	GCF_000191145.1_ASM19114v1	1.0
module_22	GCF_001617545.1_ASM161754v1	1.0
module_22	GCA_003359305.2_ASM335930v2	1.0
module_22	GCA_003359215.2_ASM335921v2	1.0
module_36	GCA_003359305.2_ASM335930v2	1.0
module_36	GCA_003359275.2_ASM335927v2	1.0
module_36	GCA_003359315.2_ASM335931v2	1.0
module_36	GCA_003359295.2_ASM335929v2	0.67
module_36	GCA_003359215.2_ASM335921v2	1.0
module_21	GCA_003359305.2_ASM335930v2	1.0
module_21	GCF_000191145.1_ASM19114v1	1.0
module_21	GCA_003354845.1_ASM335484v1	1.0
module_85	GCA_003359315.2_ASM335931v2	1.0
module_85	GCF_001577285.1_ASM157728v1	1.0
module_5	GCA_003359305.2_ASM335930v2	1.0
module_5	GCF_000191145.1_ASM19114v1	1.0
module_5	GCF_001617545.1_ASM161754v1	1.0
module_23	GCF_000191145.1_ASM19114v1	1.0
module_23	GCF_001577285.1_ASM157728v1	1.0
module_23	GCA_003354845.1_ASM335484v1	1.0
module_89	GCA_003359315.2_ASM335931v2	1.0
module_89	GCF_001577285.1_ASM157728v1	1.0
module_8	GCA_003354845.1_ASM335484v1	1.0
module_8	GCA_003359305.2_ASM335930v2	1.0
module_8	GCF_000191145.1_ASM19114v1	1.0
module_8	GCF_001617545.1_ASM161754v1	1.0
module_8	GCF_001577285.1_ASM157728v1	1.0
module_8	GCA_003359215.2_ASM335921v2	1.0
module_28	GCA_003359215.2_ASM335921v2	1.0
module_28	GCF_001577285.1_ASM157728v1	1.0
module_93	GCA_003359275.2_ASM335927v2	1.0
module_93	GCA_003359225.2_ASM335922v2	1.0
module_93	GCF_001577285.1_ASM157728v1	1.0
module_70	GCA_003359305.2_ASM335930v2	0.9
module_70	GCA_003359225.2_ASM335922v2	1.0
module_70	GCA_003359275.2_ASM335927v2	1.0
module_70	GCA_003359315.2_ASM335931v2	1.0
module_70	GCA_003359295.2_ASM335929v2	1.0
module_30	GCA_003359215.2_ASM335921v2	1.0
module_30	GCF_001617545.1_ASM161754v1	1.0
module_25	GCA_003354845.1_ASM335484v1	1.0
module_25	GCA_003359215.2_ASM335921v2	1.0
module_95	GCA_003359275.2_ASM335927v2	1.0
module_95	GCA_003359225.2_ASM335922v2	1.0
module_95	GCF_001577285.1_ASM157728v1	1.0
module_1	GCF_000191145.1_ASM19114v1	1.0
module_1	GCA_003359275.2_ASM335927v2	1.0
module_1	GCA_003359225.2_ASM335922v2	1.0
module_118	GCA_003359305.2_ASM335930v2	1.0
module_118	GCA_003354845.1_ASM335484v1	1.0
module_132	GCA_003359225.2_ASM335922v2	1.0
module_132	GCA_003359305.2_ASM335930v2	1.0
module_97	GCA_003354845.1_ASM335484v1	1.0
module_97	GCA_003359275.2_ASM335927v2	1.0
module_98	GCA_003359315.2_ASM335931v2	1.0
module_98	GCA_003359275.2_ASM335927v2	1.0
module_122	GCA_003359315.2_ASM335931v2	1.0
module_122	GCA_003359225.2_ASM335922v2	1.0
module_10	GCF_000191145.1_ASM19114v1	1.0
module_10	GCA_003359305.2_ASM335930v2	1.0
module_121	GCA_003359225.2_ASM335922v2	1.0
module_121	GCA_003359315.2_ASM335931v2	1.0
module_119	GCA_003354845.1_ASM335484v1	1.0
module_119	GCA_003359305.2_ASM335930v2	1.0
module_99	GCA_003359315.2_ASM335931v2	1.0
module_99	GCA_003359275.2_ASM335927v2	1.0
module_117	GCA_003354845.1_ASM335484v1	1.0
module_117	GCA_003359305.2_ASM335930v2	1.0
module_113	GCA_003359225.2_ASM335922v2	1.0
module_113	GCA_003359275.2_ASM335927v2	1.0
module_113	GCA_003359315.2_ASM335931v2	1.0
module_112	GCA_003359225.2_ASM335922v2	1.0
module_112	GCA_003359275.2_ASM335927v2	1.0
module_114	GCA_003359225.2_ASM335922v2	1.0
module_114	GCA_003359275.2_ASM335927v2	1.0
module_114	GCA_003359315.2_ASM335931v2	1.0
module_116	GCA_003354845.1_ASM335484v1	1.0
module_116	GCA_003359305.2_ASM335930v2	1.0
module_100	GCA_003359225.2_ASM335922v2	1.0
module_100	GCA_003359275.2_ASM335927v2	1.0
module_100	GCA_003359315.2_ASM335931v2	1.0
module_107	GCA_003359225.2_ASM335922v2	1.0
module_107	GCA_003359275.2_ASM335927v2	1.0
module_107	GCA_003359315.2_ASM335931v2	1.0
module_107	GCA_003354845.1_ASM335484v1	1.0
module_111	GCA_003359275.2_ASM335927v2	1.0
module_111	GCA_003359225.2_ASM335922v2	1.0
module_111	GCA_003359315.2_ASM335931v2	1.0
module_123	GCA_003359225.2_ASM335922v2	1.0
module_123	GCA_003359315.2_ASM335931v2	1.0
module_115	GCA_003359225.2_ASM335922v2	1.0
module_115	GCA_003359315.2_ASM335931v2	1.0
module_115	GCA_003354845.1_ASM335484v1	1.0
module_105	GCA_003359305.2_ASM335930v2	1.0
module_105	GCA_003359275.2_ASM335927v2	1.0
module_110	GCA_003359275.2_ASM335927v2	1.0
module_110	GCA_003354845.1_ASM335484v1	1.0
module_101	GCA_003359275.2_ASM335927v2	1.0
module_101	GCA_003359225.2_ASM335922v2	1.0
module_101	GCA_003359315.2_ASM335931v2	1.0
module_108	GCA_003359225.2_ASM335922v2	1.0
module_108	GCA_003359275.2_ASM335927v2	1.0
module_108	GCA_003359315.2_ASM335931v2	1.0
module_104	GCA_003359225.2_ASM335922v2	1.0
module_104	GCA_003359275.2_ASM335927v2	1.0
module_106	GCA_003359225.2_ASM335922v2	1.0
module_106	GCA_003359275.2_ASM335927v2	1.0
module_106	GCA_003359305.2_ASM335930v2	1.0
module_102	GCA_003359225.2_ASM335922v2	1.0
module_102	GCA_003359275.2_ASM335927v2	1.0
module_109	GCA_003359315.2_ASM335931v2	1.0
module_109	GCA_003359275.2_ASM335927v2	1.0
module_120	GCA_003359225.2_ASM335922v2	1.0
module_120	GCA_003359315.2_ASM335931v2	1.0
module_129	GCA_003359225.2_ASM335922v2	1.0
module_129	GCA_003359315.2_ASM335931v2	1.0
module_13	GCA_003354845.1_ASM335484v1	1.0
module_13	GCF_000191145.1_ASM19114v1	1.0
module_131	GCA_003359305.2_ASM335930v2	1.0
module_131	GCA_003359225.2_ASM335922v2	1.0
module_130	GCA_003359305.2_ASM335930v2	1.0
module_130	GCA_003359225.2_ASM335922v2	1.0
module_11	GCF_000191145.1_ASM19114v1	0.97
module_11	GCA_003359305.2_ASM335930v2	1.0
module_11	GCA_003354845.1_ASM335484v1	1.0
module_128	GCA_003359225.2_ASM335922v2	1.0
module_128	GCA_003359315.2_ASM335931v2	1.0
module_2	GCA_003359305.2_ASM335930v2	1.0
module_2	GCF_000191145.1_ASM19114v1	1.0
module_2	GCA_003359225.2_ASM335922v2	1.0
module_2	GCF_001577285.1_ASM157728v1	1.0
module_2	GCA_003354845.1_ASM335484v1	1.0
module_126	GCA_003359315.2_ASM335931v2	1.0
module_126	GCA_003359225.2_ASM335922v2	1.0
module_125	GCA_003359315.2_ASM335931v2	1.0
module_125	GCA_003359225.2_ASM335922v2	1.0
module_127	GCA_003359225.2_ASM335922v2	1.0
module_127	GCA_003359315.2_ASM335931v2	1.0
module_3	GCA_003359305.2_ASM335930v2	1.0
module_3	GCA_003359225.2_ASM335922v2	1.0
module_3	GCA_003359275.2_ASM335927v2	1.0
module_3	GCF_000191145.1_ASM19114v1	1.0
module_3	GCA_003359215.2_ASM335921v2	1.0
module_3	GCA_003354845.1_ASM335484v1	1.0
module_3	GCF_001617545.1_ASM161754v1	1.0
module_3	GCA_003359315.2_ASM335931v2	1.0
module_3	GCF_001577285.1_ASM157728v1	1.0
module_3	GCA_003359295.2_ASM335929v2	1.0
module_124	GCA_003359225.2_ASM335922v2	1.0
module_124	GCA_003359315.2_ASM335931v2	1.0
