#duplication_margin=0.05
persistent_family	duplication_ratio	mean_presence	is_single_copy_marker
GCF_001617545.1_ASM161754v1_CDS_3662	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0039	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0295	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0327	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0359	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_0455	0.3	1.4	False
GCF_001577285.1_ASM157728v1_CDS_0551	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_0807	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0839	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0935	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0967	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0999	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_1095	0.556	1.556	False
GCF_001577285.1_ASM157728v1_CDS_1159	0.1	1.1	False
GCF_001577285.1_ASM157728v1_CDS_1287	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_1319	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_1383	0.1	1.1	False
GCF_001577285.1_ASM157728v1_CDS_1415	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_1479	0.1	1.1	False
GCF_001577285.1_ASM157728v1_CDS_1639	0.6	1.7	False
GCF_001577285.1_ASM157728v1_CDS_1671	0.3	1.4	False
GCF_001577285.1_ASM157728v1_CDS_1703	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_1735	0.3	1.3	False
GCF_001577285.1_ASM157728v1_CDS_1767	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_1799	0.2	1.2	False
GCA_003359215.2_ASM335921v2_CDS_0200	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_0232	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_0392	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_0424	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_0488	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_0938	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_1578	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_2122	0.4	1.4	False
GCA_003359215.2_ASM335921v2_CDS_2154	0.111	1.111	False
GCA_003359215.2_ASM335921v2_CDS_2250	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_2314	0.4	1.7	False
GCA_003359215.2_ASM335921v2_CDS_2666	0.1	1.1	False
GCA_003359215.2_ASM335921v2_CDS_2794	0.2	1.3	False
GCA_003359215.2_ASM335921v2_CDS_2826	0.5	1.6	False
GCA_003359215.2_ASM335921v2_CDS_2922	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_3114	0.143	1.143	False
GCA_003359315.2_ASM335931v2_CDS_3454	0.222	1.222	False
GCA_003359315.2_ASM335931v2_CDS_3486	0.0	1.0	True
GCA_003359315.2_ASM335931v2_CDS_3518	0.1	1.1	False
GCA_003359315.2_ASM335931v2_CDS_3710	0.222	1.222	False
GCA_003359315.2_ASM335931v2_CDS_3902	0.0	1.0	True
GCA_003359315.2_ASM335931v2_CDS_3934	0.0	1.0	True
GCA_003359315.2_ASM335931v2_CDS_4384	0.1	1.1	False
GCA_003359315.2_ASM335931v2_CDS_4672	0.3	1.3	False
GCA_003359315.2_ASM335931v2_CDS_4704	0.4	1.6	False
GCA_003359315.2_ASM335931v2_CDS_5186	0.1	1.2	False
GCA_003359305.2_ASM335930v2_CDS_0152	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_0216	0.2	1.2	False
GCA_003359305.2_ASM335930v2_CDS_0504	0.375	1.375	False
GCA_003359305.2_ASM335930v2_CDS_0664	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_0302	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_0334	0.3	1.3	False
GCF_001617545.1_ASM161754v1_CDS_0526	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_0686	0.4	1.5	False
GCF_001617545.1_ASM161754v1_CDS_0718	0.1	1.1	False
GCF_001617545.1_ASM161754v1_CDS_0750	0.1	1.1	False
GCF_001617545.1_ASM161754v1_CDS_0846	0.2	1.2	False
GCF_001617545.1_ASM161754v1_CDS_0910	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_1070	0.2	1.2	False
GCF_001617545.1_ASM161754v1_CDS_1102	0.2	1.2	False
GCF_001617545.1_ASM161754v1_CDS_1198	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_1327	0.3	1.4	False
GCF_001617545.1_ASM161754v1_CDS_1391	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_1423	0.5	1.7	False
GCF_001617545.1_ASM161754v1_CDS_1616	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_1648	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_1744	0.111	1.111	False
GCF_001617545.1_ASM161754v1_CDS_1840	0.1	1.1	False
GCF_001617545.1_ASM161754v1_CDS_2096	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_2416	0.2	1.2	False
GCF_001617545.1_ASM161754v1_CDS_2480	0.5	1.6	False
GCF_001617545.1_ASM161754v1_CDS_2672	0.6	1.9	False
GCF_001617545.1_ASM161754v1_CDS_2736	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_2800	0.2	1.2	False
GCF_001617545.1_ASM161754v1_CDS_2928	0.3	1.3	False
GCF_001617545.1_ASM161754v1_CDS_2960	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_3056	0.3	1.3	False
GCF_001617545.1_ASM161754v1_CDS_3088	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_3344	0.167	1.167	False
GCA_003359225.2_ASM335922v2_CDS_1493	0.0	1.0	True
GCA_003359225.2_ASM335922v2_CDS_1877	0.0	1.0	True
GCA_003359225.2_ASM335922v2_CDS_2102	0.111	1.111	False
GCA_003359225.2_ASM335922v2_CDS_2614	0.0	1.0	True
GCA_003359225.2_ASM335922v2_CDS_2870	0.3	1.3	False
GCA_003359225.2_ASM335922v2_CDS_3094	0.0	1.0	True
GCA_003359225.2_ASM335922v2_CDS_3158	0.0	1.0	True
GCA_003359225.2_ASM335922v2_CDS_3222	0.0	1.0	True
GCA_003359225.2_ASM335922v2_CDS_3318	0.5	1.5	False
GCA_003359225.2_ASM335922v2_CDS_3926	0.0	1.0	True
GCA_003359225.2_ASM335922v2_CDS_4182	0.5	1.6	False
GCA_003359275.2_ASM335927v2_CDS_2702	0.1	1.1	False
GCA_003359275.2_ASM335927v2_CDS_3054	0.1	1.1	False
GCA_003359275.2_ASM335927v2_CDS_3598	0.0	1.0	True
GCA_003359275.2_ASM335927v2_CDS_3758	0.0	1.0	True
GCA_003359275.2_ASM335927v2_CDS_3854	0.3	1.3	False
GCA_003359275.2_ASM335927v2_CDS_4816	0.0	1.0	True
GCA_003354845.1_ASM335484v1_CDS_0061	0.1	1.1	False
GCA_003354845.1_ASM335484v1_CDS_0093	0.0	1.0	True
GCA_003354845.1_ASM335484v1_CDS_0125	0.2	1.3	False
GCA_003354845.1_ASM335484v1_CDS_0157	0.3	1.3	False
GCF_000191145.1_ASM19114v1_CDS_2150	0.2	1.2	False
GCF_000191145.1_ASM19114v1_CDS_2182	0.2	1.2	False
GCF_000191145.1_ASM19114v1_CDS_2278	0.0	1.0	True
GCF_000191145.1_ASM19114v1_CDS_2374	0.3	1.3	False
GCF_000191145.1_ASM19114v1_CDS_2630	0.0	1.0	True
GCF_000191145.1_ASM19114v1_CDS_2726	0.4	1.4	False
GCF_000191145.1_ASM19114v1_CDS_2950	0.0	1.0	True
GCF_000191145.1_ASM19114v1_CDS_2982	0.2	1.2	False
GCF_000191145.1_ASM19114v1_CDS_3270	0.4	1.9	False
GCF_000191145.1_ASM19114v1_CDS_3366	0.0	1.0	True
GCF_000191145.1_ASM19114v1_CDS_3430	0.3	1.3	False
GCF_000191145.1_ASM19114v1_CDS_3462	0.1	1.1	False
GCF_000191145.1_ASM19114v1_CDS_3494	0.0	1.0	True
GCF_000191145.1_ASM19114v1_CDS_3558	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_0107	0.1	1.1	False
GCA_003359215.2_ASM335921v2_CDS_0267	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_0491	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_0555	0.2	1.2	False
GCA_003359215.2_ASM335921v2_CDS_0683	0.4	1.5	False
GCA_003359215.2_ASM335921v2_CDS_0845	0.2	1.2	False
GCA_003359215.2_ASM335921v2_CDS_1005	0.571	1.571	False
GCA_003359215.2_ASM335921v2_CDS_1197	0.1	1.1	False
GCA_003359215.2_ASM335921v2_CDS_1261	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_1325	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_1581	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_3104	0.1	1.1	False
GCA_003359305.2_ASM335930v2_CDS_3680	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_3744	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_4224	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_4576	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_4608	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_5121	0.4	1.5	False
GCF_001617545.1_ASM161754v1_CDS_1747	0.5	1.8	False
GCF_001617545.1_ASM161754v1_CDS_1811	0.333	1.333	False
GCF_001617545.1_ASM161754v1_CDS_2099	0.1	1.2	False
GCF_001617545.1_ASM161754v1_CDS_2227	0.4	1.5	False
GCF_001617545.1_ASM161754v1_CDS_2515	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_2835	0.2	1.2	False
GCF_001617545.1_ASM161754v1_CDS_2867	0.3	1.4	False
GCF_001617545.1_ASM161754v1_CDS_2899	0.2	1.2	False
GCF_001617545.1_ASM161754v1_CDS_3123	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0012	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0268	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_0300	0.5	1.5	False
GCF_001577285.1_ASM157728v1_CDS_0332	0.1	1.2	False
GCF_001577285.1_ASM157728v1_CDS_0396	0.3	1.3	False
GCF_001577285.1_ASM157728v1_CDS_0428	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0524	0.5	1.7	False
GCF_001577285.1_ASM157728v1_CDS_0588	0.4	1.5	False
GCF_001577285.1_ASM157728v1_CDS_0716	0.5	1.6	False
GCF_001577285.1_ASM157728v1_CDS_0748	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0908	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_1004	0.0	1.0	True
GCA_003359225.2_ASM335922v2_CDS_3321	0.0	1.0	True
GCA_003359225.2_ASM335922v2_CDS_4506	0.0	1.0	True
GCA_003359225.2_ASM335922v2_CDS_5050	0.1	1.1	False
GCA_003354845.1_ASM335484v1_CDS_2113	0.0	1.0	True
GCA_003354845.1_ASM335484v1_CDS_2177	0.2	1.3	False
GCA_003354845.1_ASM335484v1_CDS_2401	0.1	1.1	False
GCA_003354845.1_ASM335484v1_CDS_3233	0.0	1.0	True
GCA_003354845.1_ASM335484v1_CDS_3649	0.0	1.0	True
GCA_003354845.1_ASM335484v1_CDS_4674	0.2	1.2	False
GCA_003359295.2_ASM335929v2_CDS_1206	0.0	1.0	True
GCA_003359295.2_ASM335929v2_CDS_1334	0.4	1.5	False
GCA_003359295.2_ASM335929v2_CDS_1430	0.6	2.0	False
GCA_003359295.2_ASM335929v2_CDS_1847	0.2	1.2	False
GCA_003359295.2_ASM335929v2_CDS_2263	0.5	1.7	False
GCA_003359295.2_ASM335929v2_CDS_3191	1.0	2.4	False
GCA_003359295.2_ASM335929v2_CDS_3255	0.3	1.3	False
GCA_003359295.2_ASM335929v2_CDS_3543	0.0	1.0	True
GCA_003359295.2_ASM335929v2_CDS_4121	0.167	1.167	False
GCA_003359305.2_ASM335930v2_CDS_3587	0.5	1.5	False
GCF_001617545.1_ASM161754v1_CDS_3510	0.1	1.1	False
GCF_001617545.1_ASM161754v1_CDS_3670	0.3	1.5	False
GCF_001577285.1_ASM157728v1_CDS_0207	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_0495	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0527	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_0559	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0751	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0815	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0879	0.4	1.5	False
GCF_001577285.1_ASM157728v1_CDS_1231	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_1487	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_1711	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_1743	0.3	1.3	False
GCF_001577285.1_ASM157728v1_CDS_1807	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_2288	0.2	1.3	False
GCF_001577285.1_ASM157728v1_CDS_2704	0.3	1.3	False
GCF_001577285.1_ASM157728v1_CDS_2736	0.5	1.7	False
GCA_003359305.2_ASM335930v2_CDS_4740	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_5766	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_5862	0.2	1.2	False
GCA_003359225.2_ASM335922v2_CDS_0283	0.125	1.125	False
GCA_003354845.1_ASM335484v1_CDS_0675	0.0	1.0	True
GCA_003354845.1_ASM335484v1_CDS_2852	0.1	1.1	False
GCA_003354845.1_ASM335484v1_CDS_2980	0.3	1.5	False
GCF_001617545.1_ASM161754v1_CDS_2232	0.2	1.2	False
GCF_001617545.1_ASM161754v1_CDS_2392	0.3	1.4	False
GCF_001617545.1_ASM161754v1_CDS_2680	0.7	2.1	False
GCF_001617545.1_ASM161754v1_CDS_2968	0.3	1.5	False
GCF_001617545.1_ASM161754v1_CDS_3416	0.7	2.2	False
GCF_001577285.1_ASM157728v1_CDS_0273	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_0433	0.1	1.1	False
GCF_001577285.1_ASM157728v1_CDS_0625	0.3	1.3	False
GCA_003359305.2_ASM335930v2_CDS_5512	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_5608	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_5864	0.1	1.1	False
GCA_003359305.2_ASM335930v2_CDS_5962	0.1	1.1	False
GCA_003359305.2_ASM335930v2_CDS_6219	0.3	1.4	False
GCA_003359295.2_ASM335929v2_CDS_0087	0.3	1.3	False
GCA_003359315.2_ASM335931v2_CDS_0485	0.0	1.0	True
GCA_003359315.2_ASM335931v2_CDS_0613	0.2	1.2	False
GCA_003359315.2_ASM335931v2_CDS_0775	0.3	1.3	False
GCA_003359315.2_ASM335931v2_CDS_1992	0.4	1.4	False
GCA_003359295.2_ASM335929v2_CDS_4030	0.5	1.6	False
GCF_001617545.1_ASM161754v1_CDS_0088	0.5	1.5	False
GCF_001617545.1_ASM161754v1_CDS_0152	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_0376	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_0472	0.3	1.3	False
GCF_001617545.1_ASM161754v1_CDS_0632	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_0728	0.5	1.5	False
GCF_001617545.1_ASM161754v1_CDS_0984	0.1	1.1	False
GCF_001617545.1_ASM161754v1_CDS_1209	0.4	1.4	False
GCF_001617545.1_ASM161754v1_CDS_1337	0.0	1.0	True
GCF_001617545.1_ASM161754v1_CDS_1433	0.1	1.2	False
GCF_001617545.1_ASM161754v1_CDS_1882	0.1	1.1	False
GCF_001617545.1_ASM161754v1_CDS_1914	0.333	1.333	False
GCF_001617545.1_ASM161754v1_CDS_2042	0.4	1.4	False
GCF_001617545.1_ASM161754v1_CDS_2234	0.2	1.5	False
GCA_003359305.2_ASM335930v2_CDS_3624	0.4	1.5	False
GCA_003359305.2_ASM335930v2_CDS_5996	0.0	1.0	True
GCA_003359275.2_ASM335927v2_CDS_2616	0.2	1.3	False
GCA_003359215.2_ASM335921v2_CDS_2103	0.111	1.111	False
GCA_003359215.2_ASM335921v2_CDS_2999	0.0	1.0	True
GCA_003359215.2_ASM335921v2_CDS_3255	0.571	1.714	False
GCA_003359305.2_ASM335930v2_CDS_0743	0.1	1.1	False
GCF_001577285.1_ASM157728v1_CDS_0406	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0918	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_1238	0.4	1.6	False
GCF_001577285.1_ASM157728v1_CDS_1462	0.6	1.8	False
GCF_001577285.1_ASM157728v1_CDS_1654	0.4	1.6	False
GCF_001577285.1_ASM157728v1_CDS_2871	0.2	1.2	False
GCF_001577285.1_ASM157728v1_CDS_3031	0.6	2.7	False
GCA_003359315.2_ASM335931v2_CDS_4718	0.143	1.143	False
GCA_003359315.2_ASM335931v2_CDS_5168	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_0938	0.6	1.6	False
GCF_001577285.1_ASM157728v1_CDS_0887	0.4	1.4	False
GCF_001577285.1_ASM157728v1_CDS_1111	0.4	1.4	False
GCF_001577285.1_ASM157728v1_CDS_1239	0.125	1.125	False
GCF_001577285.1_ASM157728v1_CDS_1303	0.5	1.6	False
GCF_001577285.1_ASM157728v1_CDS_1591	0.6	1.7	False
GCF_001577285.1_ASM157728v1_CDS_1847	0.222	1.222	False
GCF_001577285.1_ASM157728v1_CDS_2552	0.3	1.3	False
GCF_001577285.1_ASM157728v1_CDS_2776	0.286	1.286	False
GCF_001577285.1_ASM157728v1_CDS_2808	0.6	1.8	False
GCF_001577285.1_ASM157728v1_CDS_2872	0.1	1.1	False
GCF_001577285.1_ASM157728v1_CDS_3416	0.3	1.3	False
GCF_001577285.1_ASM157728v1_CDS_3512	0.5	1.7	False
GCA_003359225.2_ASM335922v2_CDS_0259	0.0	1.0	True
GCA_003359225.2_ASM335922v2_CDS_2244	0.0	1.0	True
GCA_003354845.1_ASM335484v1_CDS_1452	0.4	1.4	False
GCA_003354845.1_ASM335484v1_CDS_2156	0.3	1.4	False
GCA_003354845.1_ASM335484v1_CDS_3084	0.3	1.3	False
GCA_003354845.1_ASM335484v1_CDS_3468	0.0	1.0	True
GCA_003359295.2_ASM335929v2_CDS_0865	0.3	1.3	False
GCA_003359295.2_ASM335929v2_CDS_0929	0.0	1.0	True
GCA_003359295.2_ASM335929v2_CDS_1922	0.2	1.2	False
GCA_003359295.2_ASM335929v2_CDS_2690	0.6	1.7	False
GCA_003359295.2_ASM335929v2_CDS_3138	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_3470	0.7	2.0	False
GCA_003359305.2_ASM335930v2_CDS_6194	0.5	1.5	False
GCF_001617545.1_ASM161754v1_CDS_2881	0.3	1.3	False
GCF_001617545.1_ASM161754v1_CDS_2945	0.5	1.7	False
GCF_001617545.1_ASM161754v1_CDS_3137	0.2	1.2	False
GCF_001617545.1_ASM161754v1_CDS_3425	0.2	1.2	False
GCF_001617545.1_ASM161754v1_CDS_3681	0.0	1.0	True
GCF_001577285.1_ASM157728v1_CDS_0570	0.5	1.5	False
GCF_001577285.1_ASM157728v1_CDS_2139	0.5	2.0	False
GCA_003359315.2_ASM335931v2_CDS_3920	0.5	1.8	False
GCA_003359315.2_ASM335931v2_CDS_4882	0.0	1.0	True
GCA_003359305.2_ASM335930v2_CDS_0008	0.0	1.0	True
GCA_003359295.2_ASM335929v2_CDS_2084	0.1	1.1	False
GCA_003359295.2_ASM335929v2_CDS_4519	0.1	1.1	False
GCA_003359315.2_ASM335931v2_CDS_1104	0.2	1.2	False
GCA_003359315.2_ASM335931v2_CDS_1361	0.1	1.1	False
GCA_003359315.2_ASM335931v2_CDS_2449	0.2	1.3	False
GCA_003359315.2_ASM335931v2_CDS_2481	0.0	1.0	True
GCA_003359315.2_ASM335931v2_CDS_3313	0.222	1.222	False
GCF_001617545.1_ASM161754v1_CDS_0833	0.2	1.3	False
GCF_001617545.1_ASM161754v1_CDS_1089	0.4	1.4	False
