module_id	organism	completion
module_118	GCA_014718755.1_ASM1471875v1	1.0
module_3	GCA_014720715.1_ASM1472071v1	1.0
module_3	GCA_014718535.1_ASM1471853v1	1.0
module_62	GCA_014717695.1_ASM1471769v1	1.0
module_62	GCA_014718155.1_ASM1471815v1	1.0
module_92	GCA_014719655.1_ASM1471965v1	1.0
module_92	GCA_014718955.1_ASM1471895v1	1.0
module_4	GCA_014718535.1_ASM1471853v1	1.0
module_4	GCA_014720715.1_ASM1472071v1	1.0
module_4	GCA_014718955.1_ASM1471895v1	1.0
module_50	GCA_014717695.1_ASM1471769v1	1.0
module_50	GCA_014718155.1_ASM1471815v1	1.0
module_50	GCA_014718955.1_ASM1471895v1	1.0
module_97	GCA_014720295.1_ASM1472029v1	1.0
module_97	GCA_014717935.1_ASM1471793v1	1.0
module_97	GCA_014718955.1_ASM1471895v1	1.0
module_97	GCA_014719655.1_ASM1471965v1	1.0
module_97	GCA_014718755.1_ASM1471875v1	1.0
module_97	GCA_014722275.1_ASM1472227v1	1.0
module_73	GCA_014720295.1_ASM1472029v1	0.67
module_73	GCA_014719655.1_ASM1471965v1	1.0
module_73	GCA_014718955.1_ASM1471895v1	1.0
module_101	GCA_014720295.1_ASM1472029v1	1.0
module_101	GCA_014718755.1_ASM1471875v1	1.0
module_101	GCA_014718955.1_ASM1471895v1	1.0
module_101	GCA_014722275.1_ASM1472227v1	1.0
module_46	GCA_014717695.1_ASM1471769v1	1.0
module_46	GCA_014718155.1_ASM1471815v1	1.0
module_90	GCA_014720295.1_ASM1472029v1	1.0
module_90	GCA_014718755.1_ASM1471875v1	1.0
module_90	GCA_014719655.1_ASM1471965v1	1.0
module_90	GCA_014722275.1_ASM1472227v1	1.0
module_74	GCA_014720295.1_ASM1472029v1	1.0
module_74	GCA_014719655.1_ASM1471965v1	1.0
module_74	GCA_014718755.1_ASM1471875v1	1.0
module_74	GCA_014722275.1_ASM1472227v1	1.0
module_111	GCA_014717935.1_ASM1471793v1	1.0
module_111	GCA_014718955.1_ASM1471895v1	1.0
module_64	GCA_014720295.1_ASM1472029v1	1.0
module_64	GCA_014718955.1_ASM1471895v1	1.0
module_64	GCA_014718755.1_ASM1471875v1	1.0
module_64	GCA_014722275.1_ASM1472227v1	1.0
module_64	GCA_014718155.1_ASM1471815v1	1.0
module_87	GCA_014720295.1_ASM1472029v1	1.0
module_87	GCA_014718755.1_ASM1471875v1	1.0
module_87	GCA_014719655.1_ASM1471965v1	1.0
module_87	GCA_014722275.1_ASM1472227v1	1.0
module_71	GCA_014718955.1_ASM1471895v1	1.0
module_71	GCA_014718535.1_ASM1471853v1	1.0
module_113	GCA_014718955.1_ASM1471895v1	1.0
module_113	GCA_014717935.1_ASM1471793v1	1.0
module_44	GCA_014717695.1_ASM1471769v1	1.0
module_44	GCA_014718155.1_ASM1471815v1	1.0
module_112	GCA_014717935.1_ASM1471793v1	1.0
module_112	GCA_014718955.1_ASM1471895v1	1.0
module_9	GCA_014718955.1_ASM1471895v1	1.0
module_9	GCA_014719655.1_ASM1471965v1	1.0
module_9	GCA_014717695.1_ASM1471769v1	1.0
module_9	GCA_014718535.1_ASM1471853v1	1.0
module_9	GCA_014720295.1_ASM1472029v1	1.0
module_9	GCA_014718755.1_ASM1471875v1	1.0
module_9	GCA_014717935.1_ASM1471793v1	1.0
module_9	GCA_014720715.1_ASM1472071v1	1.0
module_9	GCA_014722275.1_ASM1472227v1	1.0
module_9	GCA_014718155.1_ASM1471815v1	1.0
module_75	GCA_014720295.1_ASM1472029v1	1.0
module_75	GCA_014718755.1_ASM1471875v1	1.0
module_75	GCA_014719655.1_ASM1471965v1	1.0
module_75	GCA_014722275.1_ASM1472227v1	1.0
module_89	GCA_014720295.1_ASM1472029v1	1.0
module_89	GCA_014717935.1_ASM1471793v1	1.0
module_89	GCA_014718955.1_ASM1471895v1	1.0
module_89	GCA_014719655.1_ASM1471965v1	1.0
module_89	GCA_014718755.1_ASM1471875v1	1.0
module_89	GCA_014722275.1_ASM1472227v1	1.0
module_77	GCA_014720295.1_ASM1472029v1	1.0
module_77	GCA_014718755.1_ASM1471875v1	1.0
module_77	GCA_014719655.1_ASM1471965v1	1.0
module_77	GCA_014722275.1_ASM1472227v1	1.0
module_100	GCA_014720295.1_ASM1472029v1	1.0
module_100	GCA_014718755.1_ASM1471875v1	1.0
module_100	GCA_014718955.1_ASM1471895v1	1.0
module_100	GCA_014722275.1_ASM1472227v1	1.0
module_70	GCA_014718535.1_ASM1471853v1	1.0
module_70	GCA_014719655.1_ASM1471965v1	1.0
module_85	GCA_014720295.1_ASM1472029v1	1.0
module_85	GCA_014718755.1_ASM1471875v1	1.0
module_85	GCA_014719655.1_ASM1471965v1	1.0
module_85	GCA_014722275.1_ASM1472227v1	1.0
module_34	GCA_014720295.1_ASM1472029v1	1.0
module_34	GCA_014719655.1_ASM1471965v1	1.0
module_34	GCA_014718755.1_ASM1471875v1	1.0
module_34	GCA_014717695.1_ASM1471769v1	1.0
module_34	GCA_014722275.1_ASM1472227v1	1.0
module_34	GCA_014718155.1_ASM1471815v1	1.0
module_110	GCA_014717935.1_ASM1471793v1	1.0
module_110	GCA_014718955.1_ASM1471895v1	1.0
module_76	GCA_014720295.1_ASM1472029v1	1.0
module_76	GCA_014717935.1_ASM1471793v1	1.0
module_76	GCA_014718955.1_ASM1471895v1	1.0
module_76	GCA_014719655.1_ASM1471965v1	1.0
module_76	GCA_014718755.1_ASM1471875v1	1.0
module_76	GCA_014722275.1_ASM1472227v1	1.0
module_123	GCA_014722275.1_ASM1472227v1	1.0
module_123	GCA_014720295.1_ASM1472029v1	1.0
module_123	GCA_014718755.1_ASM1471875v1	1.0
module_35	GCA_014717695.1_ASM1471769v1	1.0
module_35	GCA_014718155.1_ASM1471815v1	1.0
module_88	GCA_014720295.1_ASM1472029v1	1.0
module_88	GCA_014718755.1_ASM1471875v1	1.0
module_88	GCA_014719655.1_ASM1471965v1	1.0
module_88	GCA_014722275.1_ASM1472227v1	1.0
module_68	GCA_014719655.1_ASM1471965v1	1.0
module_68	GCA_014718535.1_ASM1471853v1	1.0
module_102	GCA_014720295.1_ASM1472029v1	1.0
module_102	GCA_014718955.1_ASM1471895v1	1.0
module_102	GCA_014718755.1_ASM1471875v1	1.0
module_102	GCA_014722275.1_ASM1472227v1	1.0
module_72	GCA_014719655.1_ASM1471965v1	1.0
module_72	GCA_014718535.1_ASM1471853v1	1.0
module_84	GCA_014720295.1_ASM1472029v1	1.0
module_84	GCA_014717935.1_ASM1471793v1	1.0
module_84	GCA_014719655.1_ASM1471965v1	1.0
module_84	GCA_014718755.1_ASM1471875v1	1.0
module_84	GCA_014722275.1_ASM1472227v1	1.0
module_38	GCA_014717695.1_ASM1471769v1	1.0
module_38	GCA_014718155.1_ASM1471815v1	1.0
module_136	GCA_014722275.1_ASM1472227v1	1.0
module_136	GCA_014720295.1_ASM1472029v1	1.0
module_37	GCA_014717695.1_ASM1471769v1	1.0
module_37	GCA_014718155.1_ASM1471815v1	1.0
module_134	GCA_014722275.1_ASM1472227v1	1.0
module_134	GCA_014720295.1_ASM1472029v1	1.0
module_134	GCA_014718755.1_ASM1471875v1	1.0
module_32	GCA_014717695.1_ASM1471769v1	1.0
module_32	GCA_014718155.1_ASM1471815v1	1.0
module_86	GCA_014720295.1_ASM1472029v1	1.0
module_86	GCA_014718755.1_ASM1471875v1	1.0
module_86	GCA_014719655.1_ASM1471965v1	1.0
module_86	GCA_014722275.1_ASM1472227v1	1.0
module_61	GCA_014717695.1_ASM1471769v1	1.0
module_61	GCA_014718155.1_ASM1471815v1	1.0
module_131	GCA_014722275.1_ASM1472227v1	1.0
module_131	GCA_014720295.1_ASM1472029v1	1.0
module_131	GCA_014718755.1_ASM1471875v1	1.0
module_79	GCA_014720295.1_ASM1472029v1	1.0
module_79	GCA_014717935.1_ASM1471793v1	1.0
module_79	GCA_014719655.1_ASM1471965v1	1.0
module_79	GCA_014718755.1_ASM1471875v1	1.0
module_79	GCA_014722275.1_ASM1472227v1	1.0
module_116	GCA_014717935.1_ASM1471793v1	1.0
module_116	GCA_014718955.1_ASM1471895v1	1.0
module_55	GCA_014717695.1_ASM1471769v1	1.0
module_55	GCA_014718155.1_ASM1471815v1	1.0
module_133	GCA_014720295.1_ASM1472029v1	1.0
module_133	GCA_014718755.1_ASM1471875v1	1.0
module_31	GCA_014717935.1_ASM1471793v1	1.0
module_31	GCA_014720715.1_ASM1472071v1	1.0
module_98	GCA_014719655.1_ASM1471965v1	1.0
module_98	GCA_014718955.1_ASM1471895v1	1.0
module_33	GCA_014717695.1_ASM1471769v1	1.0
module_33	GCA_014718155.1_ASM1471815v1	1.0
module_83	GCA_014720295.1_ASM1472029v1	1.0
module_83	GCA_014718755.1_ASM1471875v1	1.0
module_83	GCA_014719655.1_ASM1471965v1	1.0
module_83	GCA_014722275.1_ASM1472227v1	1.0
module_57	GCA_014717695.1_ASM1471769v1	1.0
module_57	GCA_014718155.1_ASM1471815v1	1.0
module_126	GCA_014722275.1_ASM1472227v1	1.0
module_126	GCA_014720295.1_ASM1472029v1	1.0
module_126	GCA_014718755.1_ASM1471875v1	1.0
module_23	GCA_014720715.1_ASM1472071v1	1.0
module_23	GCA_014719655.1_ASM1471965v1	1.0
module_132	GCA_014722275.1_ASM1472227v1	1.0
module_132	GCA_014720295.1_ASM1472029v1	1.0
module_132	GCA_014718755.1_ASM1471875v1	1.0
module_81	GCA_014720295.1_ASM1472029v1	1.0
module_81	GCA_014717935.1_ASM1471793v1	1.0
module_81	GCA_014718755.1_ASM1471875v1	1.0
module_81	GCA_014718955.1_ASM1471895v1	1.0
module_81	GCA_014719655.1_ASM1471965v1	1.0
module_81	GCA_014722275.1_ASM1472227v1	1.0
module_124	GCA_014722275.1_ASM1472227v1	1.0
module_124	GCA_014720295.1_ASM1472029v1	1.0
module_124	GCA_014718755.1_ASM1471875v1	1.0
module_54	GCA_014717695.1_ASM1471769v1	1.0
module_54	GCA_014718155.1_ASM1471815v1	1.0
module_114	GCA_014718955.1_ASM1471895v1	1.0
module_114	GCA_014717935.1_ASM1471793v1	1.0
module_29	GCA_014720295.1_ASM1472029v1	1.0
module_29	GCA_014717935.1_ASM1471793v1	1.0
module_29	GCA_014718755.1_ASM1471875v1	1.0
module_29	GCA_014720715.1_ASM1472071v1	1.0
module_29	GCA_014718955.1_ASM1471895v1	1.0
module_29	GCA_014718535.1_ASM1471853v1	0.67
module_29	GCA_014722275.1_ASM1472227v1	1.0
module_82	GCA_014720295.1_ASM1472029v1	1.0
module_82	GCA_014717935.1_ASM1471793v1	1.0
module_82	GCA_014719655.1_ASM1471965v1	1.0
module_82	GCA_014718755.1_ASM1471875v1	1.0
module_82	GCA_014722275.1_ASM1472227v1	1.0
module_6	GCA_014717695.1_ASM1471769v1	1.0
module_6	GCA_014718155.1_ASM1471815v1	1.0
module_6	GCA_014720715.1_ASM1472071v1	1.0
module_30	GCA_014718955.1_ASM1471895v1	1.0
module_30	GCA_014720715.1_ASM1472071v1	1.0
module_7	GCA_014718535.1_ASM1471853v1	1.0
module_7	GCA_014720715.1_ASM1472071v1	1.0
module_52	GCA_014717695.1_ASM1471769v1	1.0
module_52	GCA_014718155.1_ASM1471815v1	1.0
module_127	GCA_014722275.1_ASM1472227v1	1.0
module_127	GCA_014720295.1_ASM1472029v1	1.0
module_127	GCA_014718755.1_ASM1471875v1	1.0
module_58	GCA_014717695.1_ASM1471769v1	1.0
module_58	GCA_014718155.1_ASM1471815v1	1.0
module_129	GCA_014720295.1_ASM1472029v1	1.0
module_129	GCA_014722275.1_ASM1472227v1	1.0
module_129	GCA_014718755.1_ASM1471875v1	1.0
module_63	GCA_014720295.1_ASM1472029v1	1.0
module_63	GCA_014718955.1_ASM1471895v1	1.0
module_63	GCA_014718755.1_ASM1471875v1	1.0
module_63	GCA_014722275.1_ASM1472227v1	1.0
module_63	GCA_014718155.1_ASM1471815v1	1.0
module_128	GCA_014720295.1_ASM1472029v1	1.0
module_128	GCA_014722275.1_ASM1472227v1	1.0
module_128	GCA_014718755.1_ASM1471875v1	1.0
module_26	GCA_014718535.1_ASM1471853v1	1.0
module_26	GCA_014718955.1_ASM1471895v1	1.0
module_26	GCA_014720715.1_ASM1472071v1	1.0
module_130	GCA_014722275.1_ASM1472227v1	1.0
module_130	GCA_014720295.1_ASM1472029v1	1.0
module_130	GCA_014718755.1_ASM1471875v1	1.0
module_56	GCA_014717695.1_ASM1471769v1	1.0
module_56	GCA_014718155.1_ASM1471815v1	1.0
module_135	GCA_014722275.1_ASM1472227v1	1.0
module_135	GCA_014720295.1_ASM1472029v1	1.0
module_135	GCA_014717935.1_ASM1471793v1	1.0
module_41	GCA_014717695.1_ASM1471769v1	1.0
module_41	GCA_014718155.1_ASM1471815v1	1.0
module_27	GCA_014720715.1_ASM1472071v1	1.0
module_27	GCA_014718535.1_ASM1471853v1	1.0
module_138	GCA_014722275.1_ASM1472227v1	1.0
module_138	GCA_014720295.1_ASM1472029v1	1.0
module_11	GCA_014718535.1_ASM1471853v1	1.0
module_11	GCA_014720715.1_ASM1472071v1	1.0
module_60	GCA_014717695.1_ASM1471769v1	1.0
module_60	GCA_014718155.1_ASM1471815v1	1.0
module_137	GCA_014720295.1_ASM1472029v1	1.0
module_137	GCA_014722275.1_ASM1472227v1	1.0
module_24	GCA_014719655.1_ASM1471965v1	1.0
module_24	GCA_014720715.1_ASM1472071v1	1.0
module_24	GCA_014718955.1_ASM1471895v1	1.0
module_105	GCA_014718955.1_ASM1471895v1	1.0
module_105	GCA_014717935.1_ASM1471793v1	1.0
module_59	GCA_014720295.1_ASM1472029v1	1.0
module_59	GCA_014717935.1_ASM1471793v1	1.0
module_59	GCA_014718955.1_ASM1471895v1	1.0
module_59	GCA_014718755.1_ASM1471875v1	1.0
module_59	GCA_014719655.1_ASM1471965v1	0.33
module_59	GCA_014718535.1_ASM1471853v1	1.0
module_59	GCA_014717695.1_ASM1471769v1	0.17
module_59	GCA_014722275.1_ASM1472227v1	1.0
module_59	GCA_014718155.1_ASM1471815v1	0.08
module_99	GCA_014717935.1_ASM1471793v1	1.0
module_99	GCA_014718955.1_ASM1471895v1	1.0
module_15	GCA_014719655.1_ASM1471965v1	1.0
module_15	GCA_014718955.1_ASM1471895v1	0.33
module_15	GCA_014717695.1_ASM1471769v1	1.0
module_15	GCA_014718535.1_ASM1471853v1	1.0
module_15	GCA_014720295.1_ASM1472029v1	1.0
module_15	GCA_014718755.1_ASM1471875v1	1.0
module_15	GCA_014717935.1_ASM1471793v1	1.0
module_15	GCA_014720715.1_ASM1472071v1	1.0
module_15	GCA_014722275.1_ASM1472227v1	1.0
module_15	GCA_014718155.1_ASM1471815v1	1.0
module_139	GCA_014722275.1_ASM1472227v1	1.0
module_139	GCA_014720295.1_ASM1472029v1	1.0
module_28	GCA_014720715.1_ASM1472071v1	1.0
module_28	GCA_014718955.1_ASM1471895v1	1.0
module_140	GCA_014720295.1_ASM1472029v1	1.0
module_140	GCA_014722275.1_ASM1472227v1	1.0
module_19	GCA_014717935.1_ASM1471793v1	1.0
module_19	GCA_014720715.1_ASM1472071v1	1.0
module_19	GCA_014718955.1_ASM1471895v1	1.0
module_19	GCA_014717695.1_ASM1471769v1	1.0
module_19	GCA_014718535.1_ASM1471853v1	1.0
module_19	GCA_014718155.1_ASM1471815v1	1.0
module_69	GCA_014720295.1_ASM1472029v1	1.0
module_69	GCA_014718955.1_ASM1471895v1	0.88
module_69	GCA_014719655.1_ASM1471965v1	1.0
module_69	GCA_014718755.1_ASM1471875v1	1.0
module_69	GCA_014718535.1_ASM1471853v1	1.0
module_69	GCA_014722275.1_ASM1472227v1	1.0
module_106	GCA_014718955.1_ASM1471895v1	1.0
module_106	GCA_014717935.1_ASM1471793v1	1.0
module_22	GCA_014718535.1_ASM1471853v1	1.0
module_22	GCA_014719655.1_ASM1471965v1	1.0
module_22	GCA_014720715.1_ASM1472071v1	1.0
module_25	GCA_014720715.1_ASM1472071v1	1.0
module_25	GCA_014718535.1_ASM1471853v1	1.0
module_108	GCA_014718955.1_ASM1471895v1	1.0
module_108	GCA_014717935.1_ASM1471793v1	1.0
module_17	GCA_014720715.1_ASM1472071v1	1.0
module_17	GCA_014718535.1_ASM1471853v1	1.0
module_17	GCA_014717695.1_ASM1471769v1	1.0
module_17	GCA_014718155.1_ASM1471815v1	1.0
module_80	GCA_014720295.1_ASM1472029v1	1.0
module_80	GCA_014717935.1_ASM1471793v1	1.0
module_80	GCA_014719655.1_ASM1471965v1	1.0
module_80	GCA_014718755.1_ASM1471875v1	1.0
module_80	GCA_014722275.1_ASM1472227v1	1.0
module_14	GCA_014720715.1_ASM1472071v1	1.0
module_14	GCA_014718535.1_ASM1471853v1	1.0
module_42	GCA_014717695.1_ASM1471769v1	1.0
module_42	GCA_014718155.1_ASM1471815v1	1.0
module_107	GCA_014717935.1_ASM1471793v1	1.0
module_107	GCA_014718955.1_ASM1471895v1	1.0
module_67	GCA_014718535.1_ASM1471853v1	1.0
module_67	GCA_014718955.1_ASM1471895v1	1.0
module_16	GCA_014720715.1_ASM1472071v1	1.0
module_16	GCA_014718535.1_ASM1471853v1	1.0
module_109	GCA_014718955.1_ASM1471895v1	1.0
module_109	GCA_014717935.1_ASM1471793v1	1.0
module_10	GCA_014719655.1_ASM1471965v1	1.0
module_10	GCA_014718955.1_ASM1471895v1	1.0
module_10	GCA_014718535.1_ASM1471853v1	1.0
module_10	GCA_014717695.1_ASM1471769v1	1.0
module_10	GCA_014720295.1_ASM1472029v1	1.0
module_10	GCA_014717935.1_ASM1471793v1	1.0
module_10	GCA_014718755.1_ASM1471875v1	1.0
module_10	GCA_014720715.1_ASM1472071v1	1.0
module_10	GCA_014722275.1_ASM1472227v1	1.0
module_10	GCA_014718155.1_ASM1471815v1	1.0
module_21	GCA_014720715.1_ASM1472071v1	1.0
module_21	GCA_014718535.1_ASM1471853v1	1.0
module_18	GCA_014720715.1_ASM1472071v1	1.0
module_18	GCA_014718535.1_ASM1471853v1	1.0
module_104	GCA_014720295.1_ASM1472029v1	1.0
module_104	GCA_014717935.1_ASM1471793v1	1.0
module_104	GCA_014718755.1_ASM1471875v1	1.0
module_104	GCA_014718955.1_ASM1471895v1	0.8
module_104	GCA_014722275.1_ASM1472227v1	1.0
module_0	GCA_014718955.1_ASM1471895v1	1.0
module_0	GCA_014720715.1_ASM1472071v1	1.0
module_0	GCA_014717695.1_ASM1471769v1	1.0
module_0	GCA_014718155.1_ASM1471815v1	1.0
module_1	GCA_014720715.1_ASM1472071v1	1.0
module_1	GCA_014718535.1_ASM1471853v1	1.0
module_5	GCA_014720715.1_ASM1472071v1	1.0
module_5	GCA_014718535.1_ASM1471853v1	1.0
