module_id	organism	completion
module_84	GCF_002934695.1_ASM293469v1	1.0
module_89	GCF_002688565.1_ASM268856v1	1.0
module_89	GCF_001696615.3_ASM169661v3	1.0
module_26	GCF_002165255.2_ASM216525v2	1.0
module_26	GCA_001581975.1_ASM158197v1	1.0
module_58	GCF_002934695.1_ASM293469v1	1.0
module_58	GCF_002688565.1_ASM268856v1	1.0
module_58	GCF_001647675.1_ASM164767v1	1.0
module_129	GCF_002165305.2_ASM216530v2	1.0
module_129	GCF_001696615.3_ASM169661v3	1.0
module_78	GCF_002688565.1_ASM268856v1	1.0
module_78	GCF_002934695.1_ASM293469v1	1.0
module_131	GCF_002165305.2_ASM216530v2	1.0
module_131	GCF_001696615.3_ASM169661v3	1.0
module_77	GCF_002688565.1_ASM268856v1	1.0
module_77	GCF_002934695.1_ASM293469v1	1.0
module_128	GCF_002165305.2_ASM216530v2	1.0
module_128	GCF_001696615.3_ASM169661v3	1.0
module_85	GCF_002688565.1_ASM268856v1	1.0
module_85	GCF_002934695.1_ASM293469v1	1.0
module_110	GCF_002165295.2_ASM216529v2	1.0
module_110	GCF_002934695.1_ASM293469v1	1.0
module_110	GCF_001696615.3_ASM169661v3	1.0
module_42	GCF_002165255.2_ASM216525v2	1.0
module_42	GCA_001581975.1_ASM158197v1	1.0
module_76	GCF_001612555.1_ASM161255v1	1.0
module_76	GCF_002688565.1_ASM268856v1	1.0
module_76	GCF_002165305.2_ASM216530v2	1.0
module_76	GCF_001696615.3_ASM169661v3	1.0
module_44	GCF_002165255.2_ASM216525v2	1.0
module_44	GCA_001581975.1_ASM158197v1	1.0
module_113	GCF_002165295.2_ASM216529v2	1.0
module_113	GCF_002934695.1_ASM293469v1	1.0
module_113	GCF_001696615.3_ASM169661v3	1.0
module_25	GCA_001581975.1_ASM158197v1	1.0
module_25	GCF_002165255.2_ASM216525v2	1.0
module_83	GCF_002688565.1_ASM268856v1	1.0
module_83	GCF_002934695.1_ASM293469v1	1.0
module_75	GCF_002688565.1_ASM268856v1	1.0
module_75	GCF_002934695.1_ASM293469v1	1.0
module_125	GCA_001581975.1_ASM158197v1	1.0
module_125	GCF_001612555.1_ASM161255v1	1.0
module_40	GCA_001581975.1_ASM158197v1	1.0
module_40	GCF_002165255.2_ASM216525v2	1.0
module_112	GCF_002165295.2_ASM216529v2	1.0
module_112	GCF_002934695.1_ASM293469v1	1.0
module_112	GCF_001696615.3_ASM169661v3	1.0
module_61	GCF_002688565.1_ASM268856v1	1.0
module_61	GCF_001647675.1_ASM164767v1	1.0
module_106	GCF_002165305.2_ASM216530v2	1.0
module_106	GCF_002934695.1_ASM293469v1	1.0
module_39	GCA_001581975.1_ASM158197v1	1.0
module_39	GCF_002165255.2_ASM216525v2	1.0
module_126	GCA_001581975.1_ASM158197v1	1.0
module_126	GCF_002165305.2_ASM216530v2	1.0
module_64	GCF_002688565.1_ASM268856v1	1.0
module_64	GCF_001647675.1_ASM164767v1	1.0
module_90	GCF_002688565.1_ASM268856v1	1.0
module_90	GCF_001696615.3_ASM169661v3	1.0
module_50	GCF_002165255.2_ASM216525v2	1.0
module_50	GCF_001696615.3_ASM169661v3	1.0
module_127	GCF_001696615.3_ASM169661v3	1.0
module_127	GCF_001612555.1_ASM161255v1	1.0
module_109	GCA_001581975.1_ASM158197v1	1.0
module_109	GCF_002934695.1_ASM293469v1	1.0
module_68	GCF_002688565.1_ASM268856v1	1.0
module_68	GCF_001647675.1_ASM164767v1	1.0
module_102	GCF_001696615.3_ASM169661v3	1.0
module_102	GCF_002934695.1_ASM293469v1	1.0
module_37	GCF_002165305.2_ASM216530v2	1.0
module_37	GCF_002165255.2_ASM216525v2	1.0
module_105	GCF_002165295.2_ASM216529v2	1.0
module_105	GCF_002934695.1_ASM293469v1	1.0
module_105	GCF_002165305.2_ASM216530v2	1.0
module_43	GCF_002934695.1_ASM293469v1	1.0
module_43	GCF_002165255.2_ASM216525v2	1.0
module_43	GCF_002165305.2_ASM216530v2	1.0
module_43	GCF_001696615.3_ASM169661v3	1.0
module_100	GCF_002165295.2_ASM216529v2	1.0
module_100	GCF_002934695.1_ASM293469v1	1.0
module_100	GCF_002165305.2_ASM216530v2	1.0
module_67	GCF_002688565.1_ASM268856v1	1.0
module_67	GCF_001647675.1_ASM164767v1	1.0
module_104	GCF_001612555.1_ASM161255v1	1.0
module_104	GCF_002934695.1_ASM293469v1	1.0
module_30	GCA_001581975.1_ASM158197v1	1.0
module_30	GCF_002165255.2_ASM216525v2	1.0
module_96	GCF_002688565.1_ASM268856v1	1.0
module_96	GCF_002165295.2_ASM216529v2	1.0
module_66	GCF_002688565.1_ASM268856v1	1.0
module_66	GCF_001647675.1_ASM164767v1	1.0
module_107	GCA_001581975.1_ASM158197v1	1.0
module_107	GCF_002934695.1_ASM293469v1	1.0
module_63	GCF_002934695.1_ASM293469v1	1.0
module_63	GCF_002688565.1_ASM268856v1	1.0
module_63	GCF_001647675.1_ASM164767v1	1.0
module_91	GCF_002688565.1_ASM268856v1	1.0
module_91	GCF_001696615.3_ASM169661v3	1.0
module_35	GCA_001581975.1_ASM158197v1	1.0
module_35	GCF_002934695.1_ASM293469v1	1.0
module_35	GCF_002165255.2_ASM216525v2	1.0
module_98	GCF_002688565.1_ASM268856v1	1.0
module_98	GCF_002934695.1_ASM293469v1	1.0
module_36	GCA_001581975.1_ASM158197v1	1.0
module_36	GCF_002934695.1_ASM293469v1	1.0
module_36	GCF_002165255.2_ASM216525v2	1.0
module_108	GCF_002165305.2_ASM216530v2	1.0
module_108	GCF_002934695.1_ASM293469v1	1.0
module_92	GCF_002688565.1_ASM268856v1	1.0
module_92	GCF_002934695.1_ASM293469v1	1.0
module_101	GCF_002165305.2_ASM216530v2	1.0
module_101	GCF_002934695.1_ASM293469v1	1.0
module_70	GCA_001581975.1_ASM158197v1	1.0
module_70	GCF_002165305.2_ASM216530v2	1.0
module_70	GCF_001612555.1_ASM161255v1	1.0
module_70	GCF_002934695.1_ASM293469v1	1.0
module_70	GCF_002688565.1_ASM268856v1	1.0
module_114	GCF_001696615.3_ASM169661v3	1.0
module_114	GCF_002934695.1_ASM293469v1	1.0
module_62	GCF_002934695.1_ASM293469v1	1.0
module_62	GCF_002688565.1_ASM268856v1	1.0
module_62	GCF_001647675.1_ASM164767v1	1.0
module_99	GCA_001581975.1_ASM158197v1	1.0
module_99	GCF_002934695.1_ASM293469v1	1.0
module_38	GCA_001581975.1_ASM158197v1	1.0
module_38	GCF_001612555.1_ASM161255v1	1.0
module_38	GCF_002165255.2_ASM216525v2	1.0
module_97	GCF_001612555.1_ASM161255v1	1.0
module_97	GCF_002934695.1_ASM293469v1	1.0
module_97	GCF_002688565.1_ASM268856v1	1.0
module_32	GCA_001581975.1_ASM158197v1	1.0
module_32	GCF_002165255.2_ASM216525v2	1.0
module_111	GCF_002165295.2_ASM216529v2	1.0
module_111	GCF_002934695.1_ASM293469v1	1.0
module_111	GCF_001696615.3_ASM169661v3	1.0
module_46	GCF_002688565.1_ASM268856v1	1.0
module_46	GCF_002165255.2_ASM216525v2	1.0
module_95	GCF_002688565.1_ASM268856v1	1.0
module_95	GCF_002934695.1_ASM293469v1	1.0
module_34	GCF_002165255.2_ASM216525v2	1.0
module_34	GCF_002934695.1_ASM293469v1	1.0
module_93	GCF_002688565.1_ASM268856v1	1.0
module_93	GCF_002934695.1_ASM293469v1	1.0
module_41	GCA_001581975.1_ASM158197v1	1.0
module_41	GCF_002165255.2_ASM216525v2	1.0
module_94	GCF_002688565.1_ASM268856v1	1.0
module_94	GCF_002934695.1_ASM293469v1	1.0
module_115	GCF_002165295.2_ASM216529v2	1.0
module_115	GCF_001696615.3_ASM169661v3	1.0
module_31	GCA_001581975.1_ASM158197v1	1.0
module_31	GCF_002165255.2_ASM216525v2	1.0
module_103	GCA_001581975.1_ASM158197v1	1.0
module_103	GCF_002934695.1_ASM293469v1	1.0
module_103	GCF_001696615.3_ASM169661v3	1.0
module_121	GCA_001581975.1_ASM158197v1	1.0
module_121	GCF_002165305.2_ASM216530v2	1.0
module_86	GCF_002688565.1_ASM268856v1	1.0
module_86	GCF_002934695.1_ASM293469v1	1.0
module_116	GCF_002165295.2_ASM216529v2	1.0
module_116	GCF_001696615.3_ASM169661v3	1.0
module_33	GCA_001581975.1_ASM158197v1	1.0
module_33	GCF_002165255.2_ASM216525v2	1.0
module_118	GCF_002165295.2_ASM216529v2	1.0
module_118	GCF_002165305.2_ASM216530v2	1.0
module_118	GCF_001696615.3_ASM169661v3	1.0
module_73	GCA_001581975.1_ASM158197v1	1.0
module_73	GCF_002688565.1_ASM268856v1	1.0
module_73	GCF_002165305.2_ASM216530v2	1.0
module_122	GCF_002165305.2_ASM216530v2	1.0
module_122	GCA_001581975.1_ASM158197v1	1.0
module_29	GCA_001581975.1_ASM158197v1	1.0
module_29	GCF_002165255.2_ASM216525v2	1.0
module_117	GCF_002165305.2_ASM216530v2	1.0
module_117	GCF_002165295.2_ASM216529v2	1.0
module_56	GCF_002934695.1_ASM293469v1	1.0
module_56	GCF_001647675.1_ASM164767v1	1.0
module_56	GCF_002165295.2_ASM216529v2	1.0
module_56	GCF_002688565.1_ASM268856v1	1.0
module_56	GCF_001696615.3_ASM169661v3	1.0
module_124	GCA_001581975.1_ASM158197v1	1.0
module_124	GCF_002165305.2_ASM216530v2	1.0
module_2	GCA_001581975.1_ASM158197v1	1.0
module_2	GCF_001612555.1_ASM161255v1	1.0
module_2	GCF_002934695.1_ASM293469v1	1.0
module_2	GCF_001278715.1_ASM127871v1	1.0
module_2	GCF_002165305.2_ASM216530v2	1.0
module_2	GCF_001696615.3_ASM169661v3	1.0
module_53	GCA_001581975.1_ASM158197v1	1.0
module_53	GCF_002165305.2_ASM216530v2	1.0
module_53	GCF_002165255.2_ASM216525v2	1.0
module_120	GCA_001581975.1_ASM158197v1	1.0
module_120	GCF_002165305.2_ASM216530v2	1.0
module_60	GCF_002934695.1_ASM293469v1	1.0
module_60	GCF_002688565.1_ASM268856v1	1.0
module_60	GCF_001647675.1_ASM164767v1	1.0
module_27	GCF_002165255.2_ASM216525v2	1.0
module_27	GCA_001581975.1_ASM158197v1	1.0
module_55	GCF_002688565.1_ASM268856v1	1.0
module_55	GCF_001647675.1_ASM164767v1	1.0
module_119	GCF_002165295.2_ASM216529v2	1.0
module_119	GCF_002165305.2_ASM216530v2	1.0
module_119	GCF_001696615.3_ASM169661v3	1.0
module_59	GCF_002934695.1_ASM293469v1	1.0
module_59	GCF_002688565.1_ASM268856v1	1.0
module_59	GCF_001647675.1_ASM164767v1	1.0
module_28	GCA_001581975.1_ASM158197v1	1.0
module_28	GCF_002165255.2_ASM216525v2	1.0
module_45	GCA_001581975.1_ASM158197v1	1.0
module_45	GCF_002165255.2_ASM216525v2	1.0
module_80	GCF_002688565.1_ASM268856v1	1.0
module_80	GCF_002934695.1_ASM293469v1	1.0
